move_id,label,rep,children
q4nc3.f.move.1.5,,none,id(q4nc3f.1)..id(q4nc3f.4)
q4nc3.f.move.2,reply_w,none,id(q4nc3f.5)
q4nc3.f.move.3,align,none,id(q4nc3f.7)..id(q4nc3f.13)
q4nc3.f.move.7.5,,none,id(q4nc3f.15)..id(q4nc3f.20)
q4nc3.f.move.8,reply_y,none,id(q4nc3f.21)
q4nc3.f.move.9.5,,none,id(q4nc3f.23)..id(q4nc3f.30)
q4nc3.f.move.10,acknowledge,none,id(q4nc3f.31)
q4nc3.f.move.11.5,,none,id(q4nc3f.33)..id(q4nc3f.35)
q4nc3.f.move.12,reply_w,none,id(q4nc3f.36)..id(q4nc3f.66)
q4nc3.f.move.14.5,,none,id(q4nc3f.68)..id(q4nc3f.70)
q4nc3.f.move.15,uncodable,none,id(q4nc3f.71)
q4nc3.f.move.16.5,,none,id(q4nc3f.73)..id(q4nc3f.74)
q4nc3.f.move.17,reply_y,none,id(q4nc3f.75)..id(q4nc3f.79)
q4nc3.f.move.18,clarify,none,id(q4nc3f.80)..id(q4nc3f.92)
q4nc3.f.move.21.5,,none,id(q4nc3f.94)..id(q4nc3f.97)
q4nc3.f.move.22,check,none,id(q4nc3f.98)..id(q4nc3f.104)
q4nc3.f.move.23.5,,none,id(q4nc3f.105)..id(q4nc3f.107)
q4nc3.f.move.24,reply_n,none,id(q4nc3f.108)
q4nc3.f.move.25.5,,none,id(q4nc3f.110)..id(q4nc3f.112)
q4nc3.f.move.26,acknowledge,none,id(q4nc3f.113)..id(q4nc3f.115)
q4nc3.f.move.28.5,,none,id(q4nc3f.117)..id(q4nc3f.127)
q4nc3.f.move.29,reply_y,none,id(q4nc3f.128)
q4nc3.f.move.31.5,,none,id(q4nc3f.130)..id(q4nc3f.131)
q4nc3.f.move.32,reply_y,other,id(q4nc3f.132)..id(q4nc3f.136)
q4nc3.f.move.34.5,,none,id(q4nc3f.138)..id(q4nc3f.141)
q4nc3.f.move.35,check,none,id(q4nc3f.142)..id(q4nc3f.149)
q4nc3.f.move.37.5,,none,id(q4nc3f.150)
q4nc3.f.move.38,check,none,id(q4nc3f.151)..id(q4nc3f.157)
q4nc3.f.move.39.5,,none,id(q4nc3f.159)..id(q4nc3f.160)
q4nc3.f.move.40,acknowledge,other,id(q4nc3f.161)..id(q4nc3f.163)
q4nc3.f.move.41.5,,none,id(q4nc3f.165)
q4nc3.f.move.42,acknowledge,none,id(q4nc3f.166)
q4nc3.f.move.43.5,,none,id(q4nc3f.168)..id(q4nc3f.172)
q4nc3.f.move.44,acknowledge,none,id(q4nc3f.173)
q4nc3.f.move.46.5,,none,id(q4nc3f.175)..id(q4nc3f.183)
q4nc3.f.move.47,reply_y,none,id(q4nc3f.184)..id(q4nc3f.187)
q4nc3.f.move.48,query_w,none,id(q4nc3f.189)..id(q4nc3f.193)
q4nc3.f.move.49.5,,none,id(q4nc3f.195)..id(q4nc3f.196)
q4nc3.f.move.50,explain,none,id(q4nc3f.197)..id(q4nc3f.202)
q4nc3.f.move.51.5,,none,id(q4nc3f.203)
q4nc3.f.move.52,explain,none,id(q4nc3f.204)..id(q4nc3f.210)
q4nc3.f.move.53.5,,none,id(q4nc3f.212)..id(q4nc3f.214)
q4nc3.f.move.54,check,other,id(q4nc3f.215)..id(q4nc3f.219)
q4nc3.f.move.55,query_yn,none,id(q4nc3f.221)
q4nc3.f.move.59,check,none,id(q4nc3f.223)..id(q4nc3f.236)
q4nc3.f.move.61.5,,none,id(q4nc3f.238)..id(q4nc3f.240)
q4nc3.f.move.62,check,none,id(q4nc3f.241)..id(q4nc3f.255)
q4nc3.f.move.63.5,,none,id(q4nc3f.257)..id(q4nc3f.258)
q4nc3.f.move.64,acknowledge,none,id(q4nc3f.259)
q4nc3.f.move.65.5,,none,id(q4nc3f.260)..id(q4nc3f.262)
q4nc3.f.move.66,uncodable,none,id(q4nc3f.263)
q4nc3.f.move.71.5,,none,id(q4nc3f.264)..id(q4nc3f.272)
q4nc3.f.move.72,reply_y,none,id(q4nc3f.273)..id(q4nc3f.274)
