move_id,label,rep,children
q8ec8.f.move.1.5,,none,id(q8ec8f.1)..id(q8ec8f.2)
q8ec8.f.move.2,reply_y,none,id(q8ec8f.3)..id(q8ec8f.4)
q8ec8.f.move.4.5,,none,id(q8ec8f.6)
q8ec8.f.move.5,reply_y,none,id(q8ec8f.7)..id(q8ec8f.11)
q8ec8.f.move.7.5,,none,id(q8ec8f.13)
q8ec8.f.move.8,check,none,id(q8ec8f.14)..id(q8ec8f.21)
q8ec8.f.move.10.5,,none,id(q8ec8f.22)
q8ec8.f.move.11,acknowledge,none,id(q8ec8f.23)
q8ec8.f.move.13.5,,none,id(q8ec8f.25)
q8ec8.f.move.14,acknowledge,none,id(q8ec8f.26)
q8ec8.f.move.14.4,,none,id(q8ec8f.27)
q8ec8.f.move.14.9,reply_n,none,id(q8ec8f.28)..id(q8ec8f.32)
q8ec8.f.move.15.5,,none,id(q8ec8f.34)
q8ec8.f.move.16,reply_y,none,id(q8ec8f.35)
q8ec8.f.move.17.5,,none,id(q8ec8f.37)..id(q8ec8f.39)
q8ec8.f.move.18,acknowledge,none,id(q8ec8f.40)
q8ec8.f.move.19.5,,none,id(q8ec8f.42)..id(q8ec8f.44)
q8ec8.f.move.20,check,none,id(q8ec8f.45)..id(q8ec8f.51)
q8ec8.f.move.21.5,,none,id(q8ec8f.53)..id(q8ec8f.55)
q8ec8.f.move.22,check,none,id(q8ec8f.56)..id(q8ec8f.62.1)
q8ec8.f.move.23.5,,none,id(q8ec8f.64)
q8ec8.f.move.24,acknowledge,none,id(q8ec8f.65)
q8ec8.f.move.25.5,,none,id(q8ec8f.67)
q8ec8.f.move.26,acknowledge,none,id(q8ec8f.68)..id(q8ec8f.69)
q8ec8.f.move.27.5,,none,id(q8ec8f.71)
q8ec8.f.move.28,check,none,id(q8ec8f.72)..id(q8ec8f.75)
q8ec8.f.move.30.5,,none,id(q8ec8f.77)
q8ec8.f.move.31,check,none,id(q8ec8f.78)..id(q8ec8f.79)
q8ec8.f.move.32.5,,none,id(q8ec8f.80)
q8ec8.f.move.33,check,none,id(q8ec8f.81)..id(q8ec8f.86)
q8ec8.f.move.35.5,,none,id(q8ec8f.88)
q8ec8.f.move.36,acknowledge,none,id(q8ec8f.89)
q8ec8.f.move.37.5,,none,id(q8ec8f.91)
q8ec8.f.move.38,reply_y,none,id(q8ec8f.92)..id(q8ec8f.94)
q8ec8.f.move.39.5,,none,id(q8ec8f.96)..id(q8ec8f.98)
q8ec8.f.move.40,check,none,id(q8ec8f.99)..id(q8ec8f.106)
q8ec8.f.move.40.5,,none,id(q8ec8f.108)..id(q8ec8f.110)
q8ec8.f.move.41,explain,none,id(q8ec8f.111)..id(q8ec8f.119)
q8ec8.f.move.42.5,,none,id(q8ec8f.121)..id(q8ec8f.124)
q8ec8.f.move.43,reply_w,none,id(q8ec8f.125)..id(q8ec8f.127)
q8ec8.f.move.43.5,,none,id(q8ec8f.129)
q8ec8.f.move.44,explain,none,id(q8ec8f.130)..id(q8ec8f.137)
q8ec8.f.move.46.5,,none,id(q8ec8f.139)..id(q8ec8f.141)
q8ec8.f.move.47,acknowledge,none,id(q8ec8f.142)..id(q8ec8f.144)
q8ec8.f.move.48,check,none,id(q8ec8f.145)..id(q8ec8f.152)
q8ec8.f.move.49.5,,none,id(q8ec8f.154)
q8ec8.f.move.50,acknowledge,none,id(q8ec8f.155)
q8ec8.f.move.51.5,,none,id(q8ec8f.157)
q8ec8.f.move.52,reply_y,none,id(q8ec8f.158)
q8ec8.f.move.54.5,,none,id(q8ec8f.160)
q8ec8.f.move.55,reply_n,none,id(q8ec8f.161)
q8ec8.f.move.56.5,,none,id(q8ec8f.163)
q8ec8.f.move.57,reply_y,none,id(q8ec8f.164)
q8ec8.f.move.59.5,,none,id(q8ec8f.166)
q8ec8.f.move.60,reply_y,none,id(q8ec8f.167)
q8ec8.f.move.61.5,,none,id(q8ec8f.169)
q8ec8.f.move.62,query_w,none,id(q8ec8f.170)..id(q8ec8f.178)
q8ec8.f.move.63.5,,none,id(q8ec8f.180)
q8ec8.f.move.64,explain,none,id(q8ec8f.181)..id(q8ec8f.190)
q8ec8.f.move.66.5,,none,id(q8ec8f.192)
