move_id,label,rep,children
q5nc3.g.move.1,ready,none,id(q5nc3g.1)..id(q5nc3g.4)
q5nc3.g.move.1.5,,none,id(q5nc3g.6)
q5nc3.g.move.2,instruct,none,id(q5nc3g.7)..id(q5nc3g.14)
q5nc3.g.move.3.5,,none,id(q5nc3g.16)
q5nc3.g.move.4,query_yn,none,id(q5nc3g.17)..id(q5nc3g.21.1)
q5nc3.g.move.5.5,,none,id(q5nc3g.23)..id(q5nc3g.26)
q5nc3.g.move.6,acknowledge,none,id(q5nc3g.27)
q5nc3.g.move.7,instruct,none,id(q5nc3g.29)..id(q5nc3g.52)
q5nc3.g.move.8.5,,none,id(q5nc3g.54)
q5nc3.g.move.9,align,none,id(q5nc3g.55)
q5nc3.g.move.9.5,,none,id(q5nc3g.57)
q5nc3.g.move.10,query_yn,none,id(q5nc3g.58)..id(q5nc3g.65)
q5nc3.g.move.11.5,,none,id(q5nc3g.67)
q5nc3.g.move.12,acknowledge,none,id(q5nc3g.68)..id(q5nc3g.73)
q5nc3.g.move.12.5,,none,id(q5nc3g.75)
q5nc3.g.move.13,instruct,none,id(q5nc3g.76)..id(q5nc3g.115)
q5nc3.g.move.14.5,,none,id(q5nc3g.117)..id(q5nc3g.117.3)
q5nc3.g.move.15,acknowledge,none,id(q5nc3g.118)
q5nc3.g.move.16,instruct,none,id(q5nc3g.120)..id(q5nc3g.132)
q5nc3.g.move.17.5,,none,id(q5nc3g.134)
q5nc3.g.move.18,acknowledge,none,id(q5nc3g.135)
q5nc3.g.move.18.5,,none,id(q5nc3g.137)..id(q5nc3g.137.2)
q5nc3.g.move.19,query_yn,none,id(q5nc3g.138)..id(q5nc3g.148)
q5nc3.g.move.20.5,,none,id(q5nc3g.149)
q5nc3.g.move.21,acknowledge,none,id(q5nc3g.150)
q5nc3.g.move.22,instruct,none,id(q5nc3g.152)..id(q5nc3g.173)
q5nc3.g.move.23.5,,none,id(q5nc3g.175)
q5nc3.g.move.24,reply_y,none,id(q5nc3g.176)
q5nc3.g.move.25.5,,none,id(q5nc3g.178)
q5nc3.g.move.26,instruct,none,id(q5nc3g.179)..id(q5nc3g.187)
q5nc3.g.move.27.5,,none,id(q5nc3g.189)
q5nc3.g.move.28,query_yn,none,id(q5nc3g.190)..id(q5nc3g.195)
q5nc3.g.move.29.5,,none,id(q5nc3g.197)
q5nc3.g.move.30,instruct,none,id(q5nc3g.198)..id(q5nc3g.223)
q5nc3.g.move.31.5,,none,id(q5nc3g.225)
q5nc3.g.move.32,reply_n,none,id(q5nc3g.226)..id(q5nc3g.238)
q5nc3.g.move.33.5,,none,id(q5nc3g.239)
q5nc3.g.move.34,align,none,id(q5nc3g.240)..id(q5nc3g.246)
q5nc3.g.move.35.5,,none,id(q5nc3g.247)
q5nc3.g.move.36,acknowledge,none,id(q5nc3g.248)
q5nc3.g.move.36.5,,none,id(q5nc3g.250)..id(q5nc3g.251)
q5nc3.g.move.37,query_yn,none,id(q5nc3g.252)..id(q5nc3g.261)
q5nc3.g.move.38.5,,none,id(q5nc3g.263)
q5nc3.g.move.39,acknowledge,none,id(q5nc3g.264)..id(q5nc3g.266)
q5nc3.g.move.39.5,,none,id(q5nc3g.268)
q5nc3.g.move.40,align,none,id(q5nc3g.269)..id(q5nc3g.289)
q5nc3.g.move.41.5,,none,id(q5nc3g.290)
q5nc3.g.move.42,acknowledge,none,id(q5nc3g.291)
q5nc3.g.move.43,instruct,none,id(q5nc3g.293)..id(q5nc3g.303)
q5nc3.g.move.44.5,,none,id(q5nc3g.305)
q5nc3.g.move.45,reply_w,none,id(q5nc3g.306)..id(q5nc3g.308)
q5nc3.g.move.46.5,,none,id(q5nc3g.310)
q5nc3.g.move.47,align,none,id(q5nc3g.311)..id(q5nc3g.315)
q5nc3.g.move.48.5,,none,id(q5nc3g.317)
q5nc3.g.move.49,instruct,none,id(q5nc3g.318)..id(q5nc3g.324)
q5nc3.g.move.50.5,,none,id(q5nc3g.326)..id(q5nc3g.327)
q5nc3.g.move.51,instruct,none,id(q5nc3g.328)..id(q5nc3g.331)
q5nc3.g.move.52.5,,none,id(q5nc3g.334)
q5nc3.g.move.53,instruct,none,id(q5nc3g.335)..id(q5nc3g.340)
q5nc3.g.move.54.5,,none,id(q5nc3g.342)..id(q5nc3g.342.2)
q5nc3.g.move.55,instruct,none,id(q5nc3g.343)..id(q5nc3g.375)
q5nc3.g.move.56.5,,none,id(q5nc3g.377)
q5nc3.g.move.57,instruct,none,id(q5nc3g.378)..id(q5nc3g.387)
q5nc3.g.move.60.5,,none,id(q5nc3g.389)..id(q5nc3g.390)
q5nc3.g.move.61,reply_y,none,id(q5nc3g.391)
q5nc3.g.move.62.5,,none,id(q5nc3g.393)
q5nc3.g.move.63,instruct,none,id(q5nc3g.394)..id(q5nc3g.401)
q5nc3.g.move.63.4,,none,id(q5nc3g.402)
q5nc3.g.move.63.9,query_yn,none,id(q5nc3g.403)..id(q5nc3g.408)
q5nc3.g.move.64.5,,none,id(q5nc3g.410)..id(q5nc3g.411)
q5nc3.g.move.65,align,none,id(q5nc3g.412)..id(q5nc3g.422)
q5nc3.g.move.66.5,,none,id(q5nc3g.424)
q5nc3.g.move.67,query_yn,none,id(q5nc3g.425)..id(q5nc3g.439)
q5nc3.g.move.68.5,,none,id(q5nc3g.440)
q5nc3.g.move.69,acknowledge,none,id(q5nc3g.441)..id(q5nc3g.443)
q5nc3.g.move.69.5,,none,id(q5nc3g.445)
q5nc3.g.move.70,instruct,none,id(q5nc3g.446)..id(q5nc3g.473)
q5nc3.g.move.71.5,,none,id(q5nc3g.475)
q5nc3.g.move.72,reply_n,none,id(q5nc3g.476)
q5nc3.g.move.73,clarify,none,id(q5nc3g.478)..id(q5nc3g.480)
q5nc3.g.move.73.5,,none,id(q5nc3g.482)
q5nc3.g.move.74,clarify,none,id(q5nc3g.483)..id(q5nc3g.501)
q5nc3.g.move.78,clarify,none,id(q5nc3g.502)..id(q5nc3g.508)
q5nc3.g.move.79.5,,none,id(q5nc3g.509)
q5nc3.g.move.80,clarify,none,id(q5nc3g.510)..id(q5nc3g.515)
q5nc3.g.move.81.5,,none,id(q5nc3g.517)
q5nc3.g.move.82,query_yn,none,id(q5nc3g.518)..id(q5nc3g.522)
q5nc3.g.move.83.5,,none,id(q5nc3g.524)
q5nc3.g.move.84,instruct,none,id(q5nc3g.525)..id(q5nc3g.551)
q5nc3.g.move.85.5,,none,id(q5nc3g.553)
q5nc3.g.move.86,instruct,none,id(q5nc3g.554)..id(q5nc3g.564)
q5nc3.g.move.87.5,,none,id(q5nc3g.565)
q5nc3.g.move.88,align,none,id(q5nc3g.566)
q5nc3.g.move.89.5,,none,id(q5nc3g.568)
q5nc3.g.move.90,align,none,id(q5nc3g.569)..id(q5nc3g.572)
q5nc3.g.move.91.5,,none,id(q5nc3g.574)
q5nc3.g.move.92,acknowledge,other,id(q5nc3g.575)..id(q5nc3g.577)
q5nc3.g.move.92.5,,none,id(q5nc3g.579)
q5nc3.g.move.93,uncodable,none,id(q5nc3g.580)
q5nc3.g.move.93.4,,none,id(q5nc3g.582)..id(q5nc3g.582.2)
q5nc3.g.move.93.9,instruct,none,id(q5nc3g.583)..id(q5nc3g.590)
q5nc3.g.move.94.5,,none,id(q5nc3g.592)
q5nc3.g.move.95,instruct,none,id(q5nc3g.593)..id(q5nc3g.601)
q5nc3.g.move.96.5,,none,id(q5nc3g.603)..id(q5nc3g.604)
q5nc3.g.move.97,instruct,none,id(q5nc3g.605)..id(q5nc3g.648)
q5nc3.g.move.98.5,,none,id(q5nc3g.650)
q5nc3.g.move.99,reply_y,none,id(q5nc3g.651)
q5nc3.g.move.100.5,,none,id(q5nc3g.653)
q5nc3.g.move.101,align,none,id(q5nc3g.654)..id(q5nc3g.658)
q5nc3.g.move.102.5,,none,id(q5nc3g.660)
q5nc3.g.move.103,acknowledge,none,id(q5nc3g.661)..id(q5nc3g.663)
q5nc3.g.move.103.5,,none,id(q5nc3g.665)
q5nc3.g.move.104,align,none,id(q5nc3g.666)..id(q5nc3g.677)
q5nc3.g.move.105.5,,none,id(q5nc3g.679)
q5nc3.g.move.106,acknowledge,none,id(q5nc3g.680)..id(q5nc3g.682)
q5nc3.g.move.106.5,,none,id(q5nc3g.684)..id(q5nc3g.685)
q5nc3.g.move.107,instruct,none,id(q5nc3g.686)..id(q5nc3g.699)
q5nc3.g.move.108.5,,none,id(q5nc3g.701)
q5nc3.g.move.109,instruct,none,id(q5nc3g.702)..id(q5nc3g.723)
q5nc3.g.move.110.5,,none,id(q5nc3g.725)..id(q5nc3g.726)
q5nc3.g.move.111,instruct,none,id(q5nc3g.727)..id(q5nc3g.736)
