start,end,id,type
0.0000,18.4375,q4nc8.f.gaze.3,id(gtype_off)
18.4375,20.9624,q4nc8.f.gaze.5,id(gtype_down)
20.9624,20.9625,q4nc8.f.gaze.6,id(gtype_up)
20.9625,28.6935,q4nc8.f.gaze.7,id(gtype_down)
28.6935,33.3295,q4nc8.f.gaze.8,id(gtype_off)
33.3295,260.1522,q4nc8.f.gaze.10,id(gtype_down)
260.1522,264.4357,q4nc8.f.gaze.11,id(gtype_off)
264.4357,276.5966,q4nc8.f.gaze.13,id(gtype_down)
276.5966,277.6472,q4nc8.f.gaze.14,id(gtype_up)
277.6472,280.0664,q4nc8.f.gaze.15,id(gtype_down)
280.0664,281.1597,q4nc8.f.gaze.16,id(gtype_up)
281.1597,281.3986,q4nc8.f.gaze.17,id(gtype_down)
281.3986,282.0945,q4nc8.f.gaze.18,id(gtype_up)
282.0945,282.5344,q4nc8.f.gaze.19,id(gtype_down)
282.5344,283.8839,q4nc8.f.gaze.20,id(gtype_up)
283.8839,361.0253,q4nc8.f.gaze.21,id(gtype_down)
361.0253,361.4275,q4nc8.f.gaze.22,id(gtype_up)
361.4275,422.3618,q4nc8.f.gaze.23,id(gtype_down)
422.3618,423.7318,q4nc8.f.gaze.24,id(gtype_up)
423.7318,434.2664,q4nc8.f.gaze.25,id(gtype_down)
