start,end,id,type
0.0000,39.2121,q3nc2.g.gaze.2,id(gtype_down)
39.2121,40.1496,q3nc2.g.gaze.3,id(gtype_up)
40.1496,103.7384,q3nc2.g.gaze.4,id(gtype_down)
103.7384,104.7241,q3nc2.g.gaze.5,id(gtype_up)
104.7241,111.0505,q3nc2.g.gaze.6,id(gtype_down)
111.0505,111.0506,q3nc2.g.gaze.7,id(gtype_up)
111.0506,232.5606,q3nc2.g.gaze.8,id(gtype_down)
232.5606,232.5608,q3nc2.g.gaze.9,id(gtype_up)
232.5608,309.0326,q3nc2.g.gaze.10,id(gtype_down)
309.0326,310.6915,q3nc2.g.gaze.11,id(gtype_up)
310.6915,313.2946,q3nc2.g.gaze.12,id(gtype_down)
313.2946,313.9179,q3nc2.g.gaze.13,id(gtype_up)
313.9179,371.1083,q3nc2.g.gaze.14,id(gtype_down)
371.1083,373.2250,q3nc2.g.gaze.15,id(gtype_up)
373.2250,396.6900,q3nc2.g.gaze.16,id(gtype_down)
396.6900,396.6901,q3nc2.g.gaze.17,id(gtype_up)
396.6901,413.2547,q3nc2.g.gaze.18,id(gtype_down)
413.2547,417.4798,q3nc2.g.gaze.19,id(gtype_up)
417.4798,433.4213,q3nc2.g.gaze.20,id(gtype_down)
433.4213,434.0966,q3nc2.g.gaze.21,id(gtype_up)
434.0966,441.7076,q3nc2.g.gaze.22,id(gtype_down)
441.7076,442.1423,q3nc2.g.gaze.23,id(gtype_up)
442.1423,478.2223,q3nc2.g.gaze.24,id(gtype_down)
478.2223,479.2353,q3nc2.g.gaze.25,id(gtype_up)
479.2353,479.2354,q3nc2.g.gaze.26,id(gtype_down)
479.2354,479.8803,q3nc2.g.gaze.27,id(gtype_up)
479.8803,487.1423,q3nc2.g.gaze.28,id(gtype_down)
487.1423,487.4360,q3nc2.g.gaze.29,id(gtype_up)
487.4360,488.0720,q3nc2.g.gaze.30,id(gtype_down)
488.0720,488.5646,q3nc2.g.gaze.31,id(gtype_up)
488.5646,525.2224,q3nc2.g.gaze.32,id(gtype_down)
525.2224,525.5683,q3nc2.g.gaze.33,id(gtype_up)
525.5683,537.8335,q3nc2.g.gaze.34,id(gtype_down)
