start,end,id,type
0.0000,216.5272,q4nc6.f.gaze.2,id(gtype_down)
216.5272,216.7233,q4nc6.f.gaze.3,id(gtype_up)
216.7233,269.9689,q4nc6.f.gaze.4,id(gtype_down)
269.9689,275.2966,q4nc6.f.gaze.5,id(gtype_off)
275.2966,277.0170,q4nc6.f.gaze.7,id(gtype_down)
277.0170,276.6918,q4nc6.f.gaze.8,id(gtype_off)
276.6918,295.0954,q4nc6.f.gaze.10,id(gtype_down)
295.0954,297.6054,q4nc6.f.gaze.11,id(gtype_off)
297.6054,309.8061,q4nc6.f.gaze.13,id(gtype_down)
309.8061,310.0537,q4nc6.f.gaze.14,id(gtype_up)
310.0537,325.1884,q4nc6.f.gaze.15,id(gtype_down)
325.1884,330.9709,q4nc6.f.gaze.16,id(gtype_off)
330.9709,336.1644,q4nc6.f.gaze.18,id(gtype_down)
336.1644,336.5380,q4nc6.f.gaze.19,id(gtype_up)
336.5380,408.1226,q4nc6.f.gaze.20,id(gtype_down)
408.1226,408.1227,q4nc6.f.gaze.21,id(gtype_up)
408.1227,447.6898,q4nc6.f.gaze.22,id(gtype_down)
447.6898,448.4032,q4nc6.f.gaze.23,id(gtype_up)
448.4032,553.4918,q4nc6.f.gaze.24,id(gtype_down)
