start,end,id,type
0.0000,6.8775,q7ec8.f.gaze.2,id(gtype_down)
6.8775,53.6429,q7ec8.f.gaze.3,id(gtype_up)
53.6429,57.9455,q7ec8.f.gaze.4,id(gtype_down)
57.9455,59.0365,q7ec8.f.gaze.5,id(gtype_up)
59.0365,64.7077,q7ec8.f.gaze.6,id(gtype_down)
64.7077,65.8028,q7ec8.f.gaze.7,id(gtype_up)
65.8028,69.8081,q7ec8.f.gaze.8,id(gtype_down)
69.8081,71.9672,q7ec8.f.gaze.9,id(gtype_up)
71.9672,71.9673,q7ec8.f.gaze.10,id(gtype_down)
71.9673,76.2557,q7ec8.f.gaze.11,id(gtype_up)
76.2557,78.5531,q7ec8.f.gaze.12,id(gtype_down)
78.5531,80.1308,q7ec8.f.gaze.13,id(gtype_up)
80.1308,82.0100,q7ec8.f.gaze.14,id(gtype_down)
82.0100,83.4609,q7ec8.f.gaze.15,id(gtype_up)
83.4609,88.2468,q7ec8.f.gaze.16,id(gtype_down)
88.2468,88.8133,q7ec8.f.gaze.17,id(gtype_up)
88.8133,92.4134,q7ec8.f.gaze.18,id(gtype_down)
92.4134,94.9678,q7ec8.f.gaze.19,id(gtype_up)
94.9678,98.0525,q7ec8.f.gaze.20,id(gtype_down)
98.0525,98.0526,q7ec8.f.gaze.21,id(gtype_up)
98.0526,104.9662,q7ec8.f.gaze.22,id(gtype_down)
104.9662,106.6889,q7ec8.f.gaze.23,id(gtype_up)
106.6889,110.3611,q7ec8.f.gaze.24,id(gtype_down)
110.3611,110.8897,q7ec8.f.gaze.25,id(gtype_up)
110.8897,114.7287,q7ec8.f.gaze.26,id(gtype_down)
114.7287,115.1371,q7ec8.f.gaze.27,id(gtype_up)
115.1371,116.3706,q7ec8.f.gaze.28,id(gtype_down)
116.3706,116.9816,q7ec8.f.gaze.29,id(gtype_up)
116.9816,127.9467,q7ec8.f.gaze.30,id(gtype_down)
127.9467,128.7438,q7ec8.f.gaze.31,id(gtype_up)
128.7438,135.2255,q7ec8.f.gaze.32,id(gtype_down)
135.2255,136.1013,q7ec8.f.gaze.33,id(gtype_up)
136.1013,137.8206,q7ec8.f.gaze.34,id(gtype_down)
137.8206,168.7026,q7ec8.f.gaze.35,id(gtype_off)
168.7026,174.3424,q7ec8.f.gaze.37,id(gtype_down)
174.3424,175.8181,q7ec8.f.gaze.38,id(gtype_up)
175.8181,184.3872,q7ec8.f.gaze.39,id(gtype_down)
184.3872,184.6260,q7ec8.f.gaze.40,id(gtype_up)
184.6260,186.2496,q7ec8.f.gaze.41,id(gtype_down)
186.2496,192.0599,q7ec8.f.gaze.42,id(gtype_off)
192.0599,192.5609,q7ec8.f.gaze.44,id(gtype_down)
192.5609,207.6281,q7ec8.f.gaze.45,id(gtype_off)
207.6281,234.6241,q7ec8.f.gaze.47,id(gtype_down)
234.6241,253.5471,q7ec8.f.gaze.48,id(gtype_off)
253.5471,258.7744,q7ec8.f.gaze.50,id(gtype_down)
258.7744,279.0247,q7ec8.f.gaze.51,id(gtype_off)
279.0247,283.0069,q7ec8.f.gaze.53,id(gtype_down)
283.0069,292.3913,q7ec8.f.gaze.54,id(gtype_off)
