start,end,id,type
0.0000,28.3642,q3nc6.f.gaze.2,id(gtype_down)
28.3642,23.6975,q3nc6.f.gaze.3,id(gtype_off)
23.6975,30.0488,q3nc6.f.gaze.5,id(gtype_down)
30.0488,35.2644,q3nc6.f.gaze.6,id(gtype_off)
35.2644,53.3171,q3nc6.f.gaze.8,id(gtype_down)
53.3171,61.7853,q3nc6.f.gaze.9,id(gtype_off)
61.7853,84.3227,q3nc6.f.gaze.11,id(gtype_down)
84.3227,104.4401,q3nc6.f.gaze.12,id(gtype_off)
104.4401,111.2407,q3nc6.f.gaze.14,id(gtype_down)
111.2407,115.5580,q3nc6.f.gaze.15,id(gtype_off)
115.5580,117.1133,q3nc6.f.gaze.17,id(gtype_down)
117.1133,116.3048,q3nc6.f.gaze.18,id(gtype_off)
116.3048,123.7966,q3nc6.f.gaze.20,id(gtype_down)
123.7966,127.8530,q3nc6.f.gaze.21,id(gtype_off)
127.8530,145.2150,q3nc6.f.gaze.23,id(gtype_down)
145.2150,158.6117,q3nc6.f.gaze.24,id(gtype_off)
158.6117,185.6599,q3nc6.f.gaze.26,id(gtype_down)
