start,end,id,type
0.0000,3.1748,q4ec8.f.gaze.2,id(gtype_down)
3.1748,3.9925,q4ec8.f.gaze.3,id(gtype_up)
3.9925,10.4521,q4ec8.f.gaze.4,id(gtype_down)
10.4521,11.1425,q4ec8.f.gaze.5,id(gtype_up)
11.1425,22.8609,q4ec8.f.gaze.6,id(gtype_down)
22.8609,25.2882,q4ec8.f.gaze.7,id(gtype_up)
25.2882,26.6049,q4ec8.f.gaze.8,id(gtype_down)
26.6049,27.3805,q4ec8.f.gaze.9,id(gtype_up)
27.3805,31.4339,q4ec8.f.gaze.10,id(gtype_down)
31.4339,31.4339,q4ec8.f.gaze.11,id(gtype_off)
31.4339,33.5864,q4ec8.f.gaze.13,id(gtype_down)
33.5864,33.7646,q4ec8.f.gaze.14,id(gtype_up)
33.7646,38.6316,q4ec8.f.gaze.15,id(gtype_down)
38.6316,39.3650,q4ec8.f.gaze.16,id(gtype_up)
39.3650,39.6790,q4ec8.f.gaze.17,id(gtype_down)
39.6790,39.9625,q4ec8.f.gaze.18,id(gtype_up)
39.9625,49.6974,q4ec8.f.gaze.19,id(gtype_down)
49.6974,51.3597,q4ec8.f.gaze.20,id(gtype_off)
51.3597,55.4821,q4ec8.f.gaze.22,id(gtype_down)
55.4821,57.6593,q4ec8.f.gaze.23,id(gtype_up)
57.6593,90.8023,q4ec8.f.gaze.24,id(gtype_down)
90.8023,91.2035,q4ec8.f.gaze.25,id(gtype_up)
91.2035,96.9780,q4ec8.f.gaze.26,id(gtype_down)
96.9780,97.8458,q4ec8.f.gaze.27,id(gtype_up)
97.8458,122.1965,q4ec8.f.gaze.28,id(gtype_down)
122.1965,122.9792,q4ec8.f.gaze.29,id(gtype_up)
122.9792,125.6916,q4ec8.f.gaze.30,id(gtype_down)
125.6916,126.0580,q4ec8.f.gaze.31,id(gtype_up)
126.0580,127.3390,q4ec8.f.gaze.32,id(gtype_down)
127.3390,127.8601,q4ec8.f.gaze.33,id(gtype_up)
127.8601,128.4932,q4ec8.f.gaze.34,id(gtype_down)
128.4932,130.4540,q4ec8.f.gaze.35,id(gtype_up)
130.4540,131.3716,q4ec8.f.gaze.36,id(gtype_down)
131.3716,132.3360,q4ec8.f.gaze.37,id(gtype_up)
132.3360,134.6371,q4ec8.f.gaze.38,id(gtype_down)
134.6371,135.2293,q4ec8.f.gaze.39,id(gtype_up)
135.2293,145.5564,q4ec8.f.gaze.40,id(gtype_down)
145.5564,147.7572,q4ec8.f.gaze.41,id(gtype_up)
147.7572,154.4920,q4ec8.f.gaze.42,id(gtype_down)
154.4920,155.1029,q4ec8.f.gaze.43,id(gtype_up)
155.1029,159.4769,q4ec8.f.gaze.44,id(gtype_down)
159.4769,160.2573,q4ec8.f.gaze.45,id(gtype_up)
160.2573,162.8651,q4ec8.f.gaze.46,id(gtype_down)
162.8651,163.3137,q4ec8.f.gaze.47,id(gtype_up)
163.3137,165.8871,q4ec8.f.gaze.48,id(gtype_down)
165.8871,168.1694,q4ec8.f.gaze.49,id(gtype_up)
168.1694,168.4550,q4ec8.f.gaze.50,id(gtype_down)
168.4550,169.9274,q4ec8.f.gaze.51,id(gtype_up)
169.9274,177.4536,q4ec8.f.gaze.52,id(gtype_down)
177.4536,178.7550,q4ec8.f.gaze.53,id(gtype_up)
178.7550,178.8975,q4ec8.f.gaze.54,id(gtype_down)
178.8975,180.2878,q4ec8.f.gaze.55,id(gtype_up)
180.2878,181.5750,q4ec8.f.gaze.56,id(gtype_down)
181.5750,182.4699,q4ec8.f.gaze.57,id(gtype_up)
182.4699,187.8978,q4ec8.f.gaze.58,id(gtype_down)
187.8978,188.2748,q4ec8.f.gaze.59,id(gtype_up)
188.2748,191.9959,q4ec8.f.gaze.60,id(gtype_down)
191.9959,192.5699,q4ec8.f.gaze.61,id(gtype_up)
192.5699,276.2573,q4ec8.f.gaze.62,id(gtype_down)
