start,end,id,type
0.0000,2.2457,q7ec5.f.gaze.2,id(gtype_down)
2.2457,2.2458,q7ec5.f.gaze.3,id(gtype_up)
2.2458,6.0689,q7ec5.f.gaze.4,id(gtype_down)
6.0689,7.8295,q7ec5.f.gaze.5,id(gtype_up)
7.8295,20.9774,q7ec5.f.gaze.6,id(gtype_down)
20.9774,22.3504,q7ec5.f.gaze.7,id(gtype_up)
22.3504,25.0698,q7ec5.f.gaze.8,id(gtype_down)
25.0698,20.9712,q7ec5.f.gaze.9,id(gtype_up)
20.9712,50.5240,q7ec5.f.gaze.10,id(gtype_down)
50.5240,50.5241,q7ec5.f.gaze.11,id(gtype_up)
50.5241,89.2307,q7ec5.f.gaze.12,id(gtype_down)
89.2307,89.2309,q7ec5.f.gaze.13,id(gtype_up)
89.2309,94.3102,q7ec5.f.gaze.14,id(gtype_down)
94.3102,94.8853,q7ec5.f.gaze.15,id(gtype_up)
94.8853,101.0605,q7ec5.f.gaze.16,id(gtype_down)
101.0605,98.6797,q7ec5.f.gaze.17,id(gtype_up)
98.6797,99.3188,q7ec5.f.gaze.18,id(gtype_down)
99.3188,100.8232,q7ec5.f.gaze.19,id(gtype_up)
100.8232,100.8233,q7ec5.f.gaze.20,id(gtype_down)
100.8233,101.0606,q7ec5.f.gaze.21,id(gtype_up)
101.0606,114.3039,q7ec5.f.gaze.22,id(gtype_down)
114.3039,125.4874,q7ec5.f.gaze.23,id(gtype_up)
125.4874,129.0775,q7ec5.f.gaze.24,id(gtype_down)
129.0775,133.0087,q7ec5.f.gaze.25,id(gtype_up)
133.0087,136.9519,q7ec5.f.gaze.26,id(gtype_down)
136.9519,136.9520,q7ec5.f.gaze.27,id(gtype_up)
136.9520,139.2939,q7ec5.f.gaze.28,id(gtype_down)
139.2939,141.5242,q7ec5.f.gaze.29,id(gtype_up)
141.5242,164.5446,q7ec5.f.gaze.30,id(gtype_down)
164.5446,165.0914,q7ec5.f.gaze.31,id(gtype_up)
165.0914,167.1115,q7ec5.f.gaze.32,id(gtype_down)
167.1115,167.1115,q7ec5.f.gaze.33,id(gtype_up)
167.1115,189.6642,q7ec5.f.gaze.34,id(gtype_down)
189.6642,190.0798,q7ec5.f.gaze.35,id(gtype_up)
190.0798,234.3784,q7ec5.f.gaze.36,id(gtype_down)
234.3784,235.1928,q7ec5.f.gaze.37,id(gtype_up)
235.1928,238.5492,q7ec5.f.gaze.38,id(gtype_down)
238.5492,238.5493,q7ec5.f.gaze.39,id(gtype_up)
238.5493,245.8078,q7ec5.f.gaze.40,id(gtype_down)
245.8078,247.7809,q7ec5.f.gaze.41,id(gtype_up)
247.7809,259.8604,q7ec5.f.gaze.42,id(gtype_down)
259.8604,260.6586,q7ec5.f.gaze.43,id(gtype_up)
260.6586,265.6404,q7ec5.f.gaze.44,id(gtype_down)
265.6404,266.5674,q7ec5.f.gaze.45,id(gtype_up)
266.5674,269.7091,q7ec5.f.gaze.46,id(gtype_down)
269.7091,277.2123,q7ec5.f.gaze.47,id(gtype_up)
277.2123,277.8428,q7ec5.f.gaze.48,id(gtype_down)
277.8428,280.1047,q7ec5.f.gaze.49,id(gtype_up)
280.1047,293.6352,q7ec5.f.gaze.50,id(gtype_down)
293.6352,294.8305,q7ec5.f.gaze.51,id(gtype_up)
294.8305,304.4780,q7ec5.f.gaze.52,id(gtype_down)
304.4780,305.1263,q7ec5.f.gaze.53,id(gtype_up)
305.1263,310.6532,q7ec5.f.gaze.54,id(gtype_down)
310.6532,312.3886,q7ec5.f.gaze.55,id(gtype_up)
312.3886,326.7740,q7ec5.f.gaze.56,id(gtype_down)
