start,end,id,type
0.0000,1.0123,q7ec4.f.gaze.2,id(gtype_down)
1.0123,1.0125,q7ec4.f.gaze.3,id(gtype_up)
1.0125,4.5071,q7ec4.f.gaze.4,id(gtype_down)
4.5071,10.2752,q7ec4.f.gaze.5,id(gtype_up)
10.2752,18.2280,q7ec4.f.gaze.6,id(gtype_down)
18.2280,21.8318,q7ec4.f.gaze.7,id(gtype_up)
21.8318,23.5205,q7ec4.f.gaze.8,id(gtype_down)
23.5205,25.6084,q7ec4.f.gaze.9,id(gtype_up)
25.6084,29.2121,q7ec4.f.gaze.10,id(gtype_down)
29.2121,31.3738,q7ec4.f.gaze.11,id(gtype_up)
31.3738,32.3297,q7ec4.f.gaze.12,id(gtype_down)
32.3297,33.5666,q7ec4.f.gaze.13,id(gtype_up)
33.5666,34.8075,q7ec4.f.gaze.14,id(gtype_down)
34.8075,36.9481,q7ec4.f.gaze.15,id(gtype_up)
36.9481,40.8560,q7ec4.f.gaze.16,id(gtype_down)
40.8560,42.2473,q7ec4.f.gaze.17,id(gtype_up)
42.2473,97.9058,q7ec4.f.gaze.18,id(gtype_down)
97.9058,101.1144,q7ec4.f.gaze.19,id(gtype_up)
101.1144,140.1553,q7ec4.f.gaze.20,id(gtype_down)
140.1553,141.7162,q7ec4.f.gaze.21,id(gtype_up)
141.7162,152.4051,q7ec4.f.gaze.22,id(gtype_down)
152.4051,155.2401,q7ec4.f.gaze.23,id(gtype_up)
155.2401,166.0014,q7ec4.f.gaze.24,id(gtype_down)
166.0014,167.3263,q7ec4.f.gaze.25,id(gtype_up)
167.3263,211.3182,q7ec4.f.gaze.26,id(gtype_down)
211.3182,214.4918,q7ec4.f.gaze.27,id(gtype_up)
214.4918,249.7115,q7ec4.f.gaze.28,id(gtype_down)
249.7115,250.8183,q7ec4.f.gaze.29,id(gtype_up)
250.8183,277.0088,q7ec4.f.gaze.30,id(gtype_down)
277.0088,277.8400,q7ec4.f.gaze.31,id(gtype_up)
277.8400,288.6312,q7ec4.f.gaze.32,id(gtype_down)
288.6312,289.4276,q7ec4.f.gaze.33,id(gtype_up)
289.4276,315.8431,q7ec4.f.gaze.34,id(gtype_down)
315.8431,316.3692,q7ec4.f.gaze.35,id(gtype_up)
316.3692,327.0598,q7ec4.f.gaze.36,id(gtype_down)
327.0598,327.6965,q7ec4.f.gaze.37,id(gtype_up)
327.6965,334.6080,q7ec4.f.gaze.38,id(gtype_down)
334.6080,336.9584,q7ec4.f.gaze.39,id(gtype_up)
336.9584,346.3874,q7ec4.f.gaze.40,id(gtype_down)
346.3874,346.7498,q7ec4.f.gaze.41,id(gtype_up)
346.7498,349.8393,q7ec4.f.gaze.42,id(gtype_down)
349.8393,350.8173,q7ec4.f.gaze.43,id(gtype_up)
350.8173,370.0743,q7ec4.f.gaze.44,id(gtype_down)
370.0743,370.5530,q7ec4.f.gaze.45,id(gtype_up)
370.5530,407.0898,q7ec4.f.gaze.46,id(gtype_down)
407.0898,407.0899,q7ec4.f.gaze.47,id(gtype_up)
407.0899,413.9297,q7ec4.f.gaze.48,id(gtype_down)
413.9297,413.9299,q7ec4.f.gaze.49,id(gtype_up)
413.9299,437.3895,q7ec4.f.gaze.50,id(gtype_down)
437.3895,439.2389,q7ec4.f.gaze.51,id(gtype_up)
439.2389,472.3620,q7ec4.f.gaze.52,id(gtype_down)
