start,end,id,type
0.0000,0.1865,q3nc3.f.gaze.3,id(gtype_up)
0.1865,1.1549,q3nc3.f.gaze.5,id(gtype_off)
1.1549,3.9079,q3nc3.f.gaze.7,id(gtype_down)
3.9079,16.5342,q3nc3.f.gaze.8,id(gtype_off)
16.5342,32.8559,q3nc3.f.gaze.10,id(gtype_down)
32.8559,35.6549,q3nc3.f.gaze.11,id(gtype_off)
35.6549,173.2148,q3nc3.f.gaze.13,id(gtype_down)
173.2148,173.5990,q3nc3.f.gaze.14,id(gtype_up)
173.5990,175.9784,q3nc3.f.gaze.15,id(gtype_down)
175.9784,176.5448,q3nc3.f.gaze.16,id(gtype_up)
176.5448,215.6964,q3nc3.f.gaze.17,id(gtype_down)
215.6964,216.0273,q3nc3.f.gaze.18,id(gtype_up)
216.0273,219.2199,q3nc3.f.gaze.19,id(gtype_down)
219.2199,219.5243,q3nc3.f.gaze.20,id(gtype_up)
219.5243,224.0894,q3nc3.f.gaze.21,id(gtype_down)
224.0894,224.7119,q3nc3.f.gaze.22,id(gtype_up)
224.7119,225.7845,q3nc3.f.gaze.23,id(gtype_down)
225.7845,226.1935,q3nc3.f.gaze.24,id(gtype_up)
226.1935,231.7287,q3nc3.f.gaze.25,id(gtype_down)
231.7287,232.1891,q3nc3.f.gaze.26,id(gtype_up)
232.1891,237.3308,q3nc3.f.gaze.27,id(gtype_down)
237.3308,237.8196,q3nc3.f.gaze.28,id(gtype_up)
237.8196,242.6577,q3nc3.f.gaze.29,id(gtype_down)
242.6577,255.1064,q3nc3.f.gaze.30,id(gtype_off)
255.1064,298.8465,q3nc3.f.gaze.32,id(gtype_down)
298.8465,300.3291,q3nc3.f.gaze.33,id(gtype_up)
300.3291,331.1454,q3nc3.f.gaze.34,id(gtype_down)
