start,end,id,type
0.0000,2.2457,q7ec5.g.gaze.3,id(gtype_up)
2.2457,5.4172,q7ec5.g.gaze.4,id(gtype_down)
5.4172,7.2057,q7ec5.g.gaze.5,id(gtype_up)
7.2057,16.4512,q7ec5.g.gaze.6,id(gtype_down)
16.4512,16.8600,q7ec5.g.gaze.7,id(gtype_up)
16.8600,18.6989,q7ec5.g.gaze.8,id(gtype_down)
18.6989,20.5407,q7ec5.g.gaze.9,id(gtype_up)
20.5407,23.6037,q7ec5.g.gaze.10,id(gtype_down)
23.6037,23.6038,q7ec5.g.gaze.11,id(gtype_up)
23.6038,25.8327,q7ec5.g.gaze.12,id(gtype_down)
25.8327,27.3675,q7ec5.g.gaze.13,id(gtype_up)
27.3675,37.9538,q7ec5.g.gaze.14,id(gtype_down)
37.9538,38.4890,q7ec5.g.gaze.15,id(gtype_up)
38.4890,44.4748,q7ec5.g.gaze.16,id(gtype_down)
44.4748,44.9468,q7ec5.g.gaze.17,id(gtype_up)
44.9468,45.1899,q7ec5.g.gaze.18,id(gtype_down)
45.1899,50.5240,q7ec5.g.gaze.19,id(gtype_up)
50.5240,56.5591,q7ec5.g.gaze.20,id(gtype_down)
56.5591,58.1420,q7ec5.g.gaze.21,id(gtype_up)
58.1420,64.1755,q7ec5.g.gaze.22,id(gtype_down)
64.1755,66.0722,q7ec5.g.gaze.23,id(gtype_up)
66.0722,76.6057,q7ec5.g.gaze.24,id(gtype_down)
76.6057,77.0179,q7ec5.g.gaze.25,id(gtype_up)
77.0179,77.7328,q7ec5.g.gaze.26,id(gtype_down)
77.7328,82.7593,q7ec5.g.gaze.27,id(gtype_up)
82.7593,95.7596,q7ec5.g.gaze.28,id(gtype_down)
95.7596,100.3860,q7ec5.g.gaze.29,id(gtype_up)
100.3860,106.8468,q7ec5.g.gaze.30,id(gtype_down)
106.8468,107.7314,q7ec5.g.gaze.31,id(gtype_up)
107.7314,114.0625,q7ec5.g.gaze.32,id(gtype_down)
114.0625,114.9684,q7ec5.g.gaze.33,id(gtype_up)
114.9684,116.5459,q7ec5.g.gaze.34,id(gtype_down)
116.5459,120.1084,q7ec5.g.gaze.35,id(gtype_up)
120.1084,121.8439,q7ec5.g.gaze.36,id(gtype_down)
121.8439,126.4228,q7ec5.g.gaze.37,id(gtype_up)
126.4228,128.6020,q7ec5.g.gaze.38,id(gtype_down)
128.6020,131.7437,q7ec5.g.gaze.39,id(gtype_up)
131.7437,133.0087,q7ec5.g.gaze.40,id(gtype_down)
133.0087,133.2614,q7ec5.g.gaze.41,id(gtype_up)
133.2614,135.8992,q7ec5.g.gaze.42,id(gtype_down)
135.8992,136.9519,q7ec5.g.gaze.43,id(gtype_up)
136.9519,139.7294,q7ec5.g.gaze.44,id(gtype_down)
139.7294,139.7296,q7ec5.g.gaze.45,id(gtype_up)
139.7296,142.1111,q7ec5.g.gaze.46,id(gtype_down)
142.1111,143.3582,q7ec5.g.gaze.47,id(gtype_up)
143.3582,144.2022,q7ec5.g.gaze.48,id(gtype_down)
144.2022,145.1334,q7ec5.g.gaze.49,id(gtype_up)
145.1334,150.0948,q7ec5.g.gaze.50,id(gtype_down)
150.0948,151.3435,q7ec5.g.gaze.51,id(gtype_up)
151.3435,157.5083,q7ec5.g.gaze.52,id(gtype_down)
157.5083,157.6280,q7ec5.g.gaze.53,id(gtype_up)
157.6280,160.0881,q7ec5.g.gaze.54,id(gtype_down)
160.0881,162.3304,q7ec5.g.gaze.55,id(gtype_up)
162.3304,170.0814,q7ec5.g.gaze.56,id(gtype_down)
170.0814,171.1773,q7ec5.g.gaze.57,id(gtype_up)
171.1773,194.0725,q7ec5.g.gaze.58,id(gtype_down)
194.0725,194.5682,q7ec5.g.gaze.59,id(gtype_up)
194.5682,200.1762,q7ec5.g.gaze.60,id(gtype_down)
200.1762,202.5503,q7ec5.g.gaze.61,id(gtype_up)
202.5503,207.0612,q7ec5.g.gaze.62,id(gtype_down)
207.0612,207.4103,q7ec5.g.gaze.63,id(gtype_up)
207.4103,207.4750,q7ec5.g.gaze.64,id(gtype_down)
207.4750,209.1593,q7ec5.g.gaze.65,id(gtype_up)
209.1593,209.8703,q7ec5.g.gaze.66,id(gtype_down)
209.8703,209.8704,q7ec5.g.gaze.67,id(gtype_up)
209.8704,209.8704,q7ec5.g.gaze.68,id(gtype_down)
209.8704,209.9235,q7ec5.g.gaze.69,id(gtype_up)
209.9235,220.4505,q7ec5.g.gaze.70,id(gtype_down)
220.4505,220.4505,q7ec5.g.gaze.71,id(gtype_up)
220.4505,225.7483,q7ec5.g.gaze.72,id(gtype_down)
225.7483,228.3897,q7ec5.g.gaze.73,id(gtype_up)
228.3897,228.5559,q7ec5.g.gaze.74,id(gtype_down)
228.5559,234.8408,q7ec5.g.gaze.75,id(gtype_up)
234.8408,234.8409,q7ec5.g.gaze.76,id(gtype_down)
234.8409,231.5824,q7ec5.g.gaze.77,id(gtype_up)
231.5824,233.2397,q7ec5.g.gaze.78,id(gtype_down)
233.2397,235.4243,q7ec5.g.gaze.79,id(gtype_up)
235.4243,247.0479,q7ec5.g.gaze.80,id(gtype_down)
247.0479,247.7809,q7ec5.g.gaze.81,id(gtype_up)
247.7809,251.2998,q7ec5.g.gaze.82,id(gtype_down)
251.2998,251.3000,q7ec5.g.gaze.83,id(gtype_up)
251.3000,253.1836,q7ec5.g.gaze.84,id(gtype_down)
253.1836,253.6773,q7ec5.g.gaze.85,id(gtype_up)
253.6773,257.0644,q7ec5.g.gaze.86,id(gtype_down)
257.0644,257.7929,q7ec5.g.gaze.87,id(gtype_up)
257.7929,259.1223,q7ec5.g.gaze.88,id(gtype_down)
259.1223,259.8604,q7ec5.g.gaze.89,id(gtype_up)
259.8604,260.9711,q7ec5.g.gaze.90,id(gtype_down)
260.9711,263.0215,q7ec5.g.gaze.91,id(gtype_up)
263.0215,263.4092,q7ec5.g.gaze.92,id(gtype_down)
263.4092,263.4092,q7ec5.g.gaze.93,id(gtype_up)
263.4092,265.3577,q7ec5.g.gaze.94,id(gtype_down)
265.3577,265.8930,q7ec5.g.gaze.95,id(gtype_up)
265.8930,269.0858,q7ec5.g.gaze.96,id(gtype_down)
269.0858,269.1077,q7ec5.g.gaze.97,id(gtype_up)
269.1077,276.2021,q7ec5.g.gaze.98,id(gtype_down)
276.2021,276.5180,q7ec5.g.gaze.99,id(gtype_up)
276.5180,290.8282,q7ec5.g.gaze.100,id(gtype_down)
290.8282,290.8283,q7ec5.g.gaze.101,id(gtype_up)
290.8283,299.7922,q7ec5.g.gaze.102,id(gtype_down)
299.7922,301.4096,q7ec5.g.gaze.103,id(gtype_up)
301.4096,306.1153,q7ec5.g.gaze.104,id(gtype_down)
306.1153,306.7137,q7ec5.g.gaze.105,id(gtype_up)
306.7137,309.2637,q7ec5.g.gaze.106,id(gtype_down)
309.2637,309.2637,q7ec5.g.gaze.107,id(gtype_up)
309.2637,310.6532,q7ec5.g.gaze.108,id(gtype_down)
310.6532,312.3886,q7ec5.g.gaze.109,id(gtype_up)
312.3886,316.8084,q7ec5.g.gaze.110,id(gtype_down)
316.8084,317.5482,q7ec5.g.gaze.111,id(gtype_up)
317.5482,320.4504,q7ec5.g.gaze.112,id(gtype_down)
320.4504,322.7144,q7ec5.g.gaze.113,id(gtype_up)
322.7144,323.8397,q7ec5.g.gaze.114,id(gtype_down)
323.8397,324.1588,q7ec5.g.gaze.115,id(gtype_up)
324.1588,324.4182,q7ec5.g.gaze.116,id(gtype_down)
324.4182,325.0166,q7ec5.g.gaze.117,id(gtype_up)
325.0166,325.0167,q7ec5.g.gaze.118,id(gtype_down)
325.0167,326.5778,q7ec5.g.gaze.119,id(gtype_up)
326.5778,326.6376,q7ec5.g.gaze.120,id(gtype_down)
326.6376,326.7740,q7ec5.g.gaze.121,id(gtype_up)
