start,end,id,type
0.0000,85.0971,q4nc7.f.gaze.2,id(gtype_down)
85.0971,99.1795,q4nc7.f.gaze.3,id(gtype_off)
99.1795,143.6824,q4nc7.f.gaze.5,id(gtype_down)
143.6824,143.6824,q4nc7.f.gaze.6,id(gtype_off)
143.6824,152.9682,q4nc7.f.gaze.8,id(gtype_down)
152.9682,162.3852,q4nc7.f.gaze.9,id(gtype_off)
162.3852,162.5631,q4nc7.f.gaze.11,id(gtype_down)
162.5631,172.9068,q4nc7.f.gaze.12,id(gtype_off)
172.9068,226.0636,q4nc7.f.gaze.14,id(gtype_down)
226.0636,226.0636,q4nc7.f.gaze.15,id(gtype_off)
226.0636,231.8577,q4nc7.f.gaze.17,id(gtype_down)
231.8577,234.8946,q4nc7.f.gaze.18,id(gtype_off)
234.8946,244.4763,q4nc7.f.gaze.20,id(gtype_down)
244.4763,244.4763,q4nc7.f.gaze.21,id(gtype_off)
244.4763,314.2753,q4nc7.f.gaze.23,id(gtype_down)
314.2753,318.5348,q4nc7.f.gaze.24,id(gtype_off)
318.5348,326.5338,q4nc7.f.gaze.26,id(gtype_down)
326.5338,330.8877,q4nc7.f.gaze.27,id(gtype_off)
330.8877,333.0548,q4nc7.f.gaze.29,id(gtype_down)
333.0548,333.0547,q4nc7.f.gaze.30,id(gtype_off)
333.0547,333.6466,q4nc7.f.gaze.32,id(gtype_down)
333.6466,334.6419,q4nc7.f.gaze.33,id(gtype_off)
334.6419,337.7803,q4nc7.f.gaze.35,id(gtype_down)
337.7803,344.2612,q4nc7.f.gaze.36,id(gtype_off)
344.2612,349.2345,q4nc7.f.gaze.38,id(gtype_down)
349.2345,356.2899,q4nc7.f.gaze.39,id(gtype_off)
356.2899,362.9964,q4nc7.f.gaze.41,id(gtype_down)
362.9964,375.6676,q4nc7.f.gaze.42,id(gtype_off)
375.6676,399.3246,q4nc7.f.gaze.44,id(gtype_down)
399.3246,444.8491,q4nc7.f.gaze.48,id(gtype_off)
444.8491,446.9497,q4nc7.f.gaze.50,id(gtype_down)
446.9497,451.8906,q4nc7.f.gaze.51,id(gtype_off)
451.8906,454.0349,q4nc7.f.gaze.53,id(gtype_down)
454.0349,463.8082,q4nc7.f.gaze.54,id(gtype_off)
463.8082,464.7585,q4nc7.f.gaze.56,id(gtype_down)
464.7585,467.6498,q4nc7.f.gaze.57,id(gtype_off)
467.6498,469.8705,q4nc7.f.gaze.59,id(gtype_down)
469.8705,482.0076,q4nc7.f.gaze.60,id(gtype_off)
482.0076,498.1802,q4nc7.f.gaze.62,id(gtype_down)
498.1802,505.9685,q4nc7.f.gaze.63,id(gtype_off)
505.9685,507.1131,q4nc7.f.gaze.65,id(gtype_down)
507.1131,536.9065,q4nc7.f.gaze.66,id(gtype_off)
536.9065,542.9803,q4nc7.f.gaze.68,id(gtype_down)
542.9803,551.8308,q4nc7.f.gaze.69,id(gtype_off)
551.8308,553.3656,q4nc7.f.gaze.71,id(gtype_down)
553.3656,580.3909,q4nc7.f.gaze.72,id(gtype_off)
580.3909,582.7938,q4nc7.f.gaze.74,id(gtype_down)
