start,end,id,type
0.0000,6.8385,q7ec1.g.gaze.2,id(gtype_down)
6.8385,7.0653,q7ec1.g.gaze.3,id(gtype_up)
7.0653,8.0087,q7ec1.g.gaze.4,id(gtype_down)
8.0087,8.4583,q7ec1.g.gaze.5,id(gtype_up)
8.4583,14.9555,q7ec1.g.gaze.6,id(gtype_down)
14.9555,15.1829,q7ec1.g.gaze.7,id(gtype_up)
15.1829,24.7963,q7ec1.g.gaze.8,id(gtype_down)
24.7963,25.8843,q7ec1.g.gaze.9,id(gtype_up)
25.8843,31.4237,q7ec1.g.gaze.10,id(gtype_down)
31.4237,32.9870,q7ec1.g.gaze.11,id(gtype_up)
32.9870,32.9871,q7ec1.g.gaze.12,id(gtype_down)
32.9871,35.6571,q7ec1.g.gaze.13,id(gtype_up)
35.6571,44.0002,q7ec1.g.gaze.14,id(gtype_down)
44.0002,47.0850,q7ec1.g.gaze.15,id(gtype_up)
47.0850,47.3090,q7ec1.g.gaze.16,id(gtype_down)
47.3090,50.4380,q7ec1.g.gaze.17,id(gtype_up)
50.4380,56.1569,q7ec1.g.gaze.18,id(gtype_down)
56.1569,56.7886,q7ec1.g.gaze.19,id(gtype_up)
56.7886,56.7887,q7ec1.g.gaze.20,id(gtype_down)
56.7887,57.9184,q7ec1.g.gaze.21,id(gtype_up)
57.9184,66.0538,q7ec1.g.gaze.22,id(gtype_down)
66.0538,66.0539,q7ec1.g.gaze.23,id(gtype_up)
66.0539,67.9180,q7ec1.g.gaze.24,id(gtype_down)
67.9180,70.5352,q7ec1.g.gaze.25,id(gtype_up)
70.5352,71.7163,q7ec1.g.gaze.26,id(gtype_down)
71.7163,71.7163,q7ec1.g.gaze.27,id(gtype_up)
71.7163,77.5457,q7ec1.g.gaze.28,id(gtype_down)
77.5457,78.0843,q7ec1.g.gaze.29,id(gtype_up)
78.0843,85.9009,q7ec1.g.gaze.30,id(gtype_down)
85.9009,85.9010,q7ec1.g.gaze.31,id(gtype_up)
85.9010,91.8808,q7ec1.g.gaze.32,id(gtype_down)
91.8808,92.8191,q7ec1.g.gaze.33,id(gtype_up)
92.8191,96.5432,q7ec1.g.gaze.34,id(gtype_down)
96.5432,97.4753,q7ec1.g.gaze.35,id(gtype_up)
97.4753,103.1608,q7ec1.g.gaze.36,id(gtype_down)
103.1608,103.8680,q7ec1.g.gaze.37,id(gtype_up)
103.8680,105.2652,q7ec1.g.gaze.38,id(gtype_down)
105.2652,107.8632,q7ec1.g.gaze.39,id(gtype_up)
107.8632,107.8633,q7ec1.g.gaze.40,id(gtype_down)
107.8633,109.6723,q7ec1.g.gaze.41,id(gtype_up)
109.6723,115.2759,q7ec1.g.gaze.42,id(gtype_down)
115.2759,115.8627,q7ec1.g.gaze.43,id(gtype_up)
115.8627,117.1077,q7ec1.g.gaze.44,id(gtype_down)
117.1077,118.6877,q7ec1.g.gaze.45,id(gtype_up)
118.6877,119.4705,q7ec1.g.gaze.46,id(gtype_down)
119.4705,119.9485,q7ec1.g.gaze.47,id(gtype_up)
119.9485,121.5441,q7ec1.g.gaze.48,id(gtype_down)
121.5441,122.8895,q7ec1.g.gaze.49,id(gtype_up)
122.8895,128.1865,q7ec1.g.gaze.50,id(gtype_down)
128.1865,130.7798,q7ec1.g.gaze.51,id(gtype_up)
130.7798,134.9584,q7ec1.g.gaze.52,id(gtype_down)
134.9584,136.0994,q7ec1.g.gaze.53,id(gtype_up)
136.0994,138.3170,q7ec1.g.gaze.54,id(gtype_down)
138.3170,140.3006,q7ec1.g.gaze.55,id(gtype_up)
140.3006,141.0048,q7ec1.g.gaze.56,id(gtype_down)
141.0048,141.0049,q7ec1.g.gaze.57,id(gtype_up)
141.0049,153.9545,q7ec1.g.gaze.58,id(gtype_down)
153.9545,153.9546,q7ec1.g.gaze.59,id(gtype_up)
153.9546,154.8479,q7ec1.g.gaze.60,id(gtype_down)
154.8479,156.1356,q7ec1.g.gaze.61,id(gtype_up)
156.1356,165.5751,q7ec1.g.gaze.62,id(gtype_down)
165.5751,166.8277,q7ec1.g.gaze.63,id(gtype_up)
166.8277,167.9438,q7ec1.g.gaze.64,id(gtype_down)
167.9438,170.0416,q7ec1.g.gaze.65,id(gtype_up)
170.0416,184.1223,q7ec1.g.gaze.66,id(gtype_down)
184.1223,187.1176,q7ec1.g.gaze.67,id(gtype_up)
187.1176,190.5443,q7ec1.g.gaze.68,id(gtype_down)
190.5443,191.2796,q7ec1.g.gaze.69,id(gtype_up)
191.2796,193.4034,q7ec1.g.gaze.70,id(gtype_down)
193.4034,194.4871,q7ec1.g.gaze.71,id(gtype_up)
194.4871,195.5477,q7ec1.g.gaze.72,id(gtype_down)
195.5477,196.8634,q7ec1.g.gaze.73,id(gtype_up)
196.8634,198.5571,q7ec1.g.gaze.74,id(gtype_down)
198.5571,199.6076,q7ec1.g.gaze.75,id(gtype_up)
199.6076,199.8554,q7ec1.g.gaze.76,id(gtype_down)
199.8554,204.0571,q7ec1.g.gaze.77,id(gtype_up)
204.0571,205.5452,q7ec1.g.gaze.78,id(gtype_down)
205.5452,206.4444,q7ec1.g.gaze.79,id(gtype_up)
206.4444,207.6678,q7ec1.g.gaze.80,id(gtype_down)
207.6678,209.3815,q7ec1.g.gaze.81,id(gtype_up)
209.3815,211.0256,q7ec1.g.gaze.82,id(gtype_down)
211.0256,211.3913,q7ec1.g.gaze.83,id(gtype_up)
211.3913,213.7449,q7ec1.g.gaze.84,id(gtype_down)
213.7449,213.7451,q7ec1.g.gaze.85,id(gtype_up)
213.7451,222.3586,q7ec1.g.gaze.86,id(gtype_down)
222.3586,224.8411,q7ec1.g.gaze.87,id(gtype_up)
224.8411,228.6058,q7ec1.g.gaze.88,id(gtype_down)
228.6058,229.7058,q7ec1.g.gaze.89,id(gtype_up)
229.7058,234.5378,q7ec1.g.gaze.90,id(gtype_down)
234.5378,235.4704,q7ec1.g.gaze.91,id(gtype_up)
235.4704,241.0954,q7ec1.g.gaze.92,id(gtype_down)
241.0954,242.0794,q7ec1.g.gaze.93,id(gtype_up)
242.0794,250.7164,q7ec1.g.gaze.94,id(gtype_down)
250.7164,253.0146,q7ec1.g.gaze.95,id(gtype_up)
253.0146,254.2270,q7ec1.g.gaze.96,id(gtype_down)
254.2270,257.8252,q7ec1.g.gaze.97,id(gtype_up)
257.8252,258.5548,q7ec1.g.gaze.98,id(gtype_down)
258.5548,258.9699,q7ec1.g.gaze.99,id(gtype_up)
258.9699,260.1928,q7ec1.g.gaze.100,id(gtype_down)
260.1928,264.7208,q7ec1.g.gaze.101,id(gtype_up)
264.7208,270.0432,q7ec1.g.gaze.102,id(gtype_down)
270.0432,273.0772,q7ec1.g.gaze.103,id(gtype_up)
273.0772,276.2998,q7ec1.g.gaze.104,id(gtype_down)
276.2998,276.2999,q7ec1.g.gaze.105,id(gtype_up)
276.2999,278.9578,q7ec1.g.gaze.106,id(gtype_down)
278.9578,279.9285,q7ec1.g.gaze.107,id(gtype_up)
279.9285,281.4245,q7ec1.g.gaze.108,id(gtype_down)
281.4245,281.5868,q7ec1.g.gaze.109,id(gtype_up)
281.5868,282.2805,q7ec1.g.gaze.110,id(gtype_down)
282.2805,284.0785,q7ec1.g.gaze.111,id(gtype_up)
284.0785,289.0891,q7ec1.g.gaze.112,id(gtype_down)
289.0891,289.4199,q7ec1.g.gaze.113,id(gtype_up)
289.4199,290.9309,q7ec1.g.gaze.114,id(gtype_down)
290.9309,291.7952,q7ec1.g.gaze.115,id(gtype_up)
291.7952,293.7874,q7ec1.g.gaze.116,id(gtype_down)
293.7874,294.4805,q7ec1.g.gaze.117,id(gtype_up)
294.4805,294.4806,q7ec1.g.gaze.118,id(gtype_down)
294.4806,295.4010,q7ec1.g.gaze.119,id(gtype_up)
295.4010,303.2887,q7ec1.g.gaze.120,id(gtype_down)
303.2887,303.9732,q7ec1.g.gaze.121,id(gtype_up)
303.9732,305.4180,q7ec1.g.gaze.122,id(gtype_down)
305.4180,307.2842,q7ec1.g.gaze.123,id(gtype_up)
307.2842,313.5648,q7ec1.g.gaze.124,id(gtype_down)
313.5648,317.0405,q7ec1.g.gaze.125,id(gtype_up)
317.0405,318.1659,q7ec1.g.gaze.126,id(gtype_down)
318.1659,320.8449,q7ec1.g.gaze.127,id(gtype_up)
320.8449,326.5143,q7ec1.g.gaze.128,id(gtype_down)
326.5143,327.2645,q7ec1.g.gaze.129,id(gtype_up)
327.2645,335.2768,q7ec1.g.gaze.130,id(gtype_down)
335.2768,335.2769,q7ec1.g.gaze.131,id(gtype_up)
335.2769,336.8285,q7ec1.g.gaze.132,id(gtype_down)
336.8285,337.7093,q7ec1.g.gaze.133,id(gtype_up)
337.7093,340.1580,q7ec1.g.gaze.134,id(gtype_down)
340.1580,340.3758,q7ec1.g.gaze.135,id(gtype_up)
340.3758,341.9740,q7ec1.g.gaze.136,id(gtype_down)
341.9740,342.5742,q7ec1.g.gaze.137,id(gtype_up)
342.5742,345.3167,q7ec1.g.gaze.138,id(gtype_down)
345.3167,345.9683,q7ec1.g.gaze.139,id(gtype_up)
345.9683,345.9684,q7ec1.g.gaze.140,id(gtype_down)
345.9684,347.8418,q7ec1.g.gaze.141,id(gtype_up)
347.8418,352.6705,q7ec1.g.gaze.142,id(gtype_down)
352.6705,353.1498,q7ec1.g.gaze.143,id(gtype_up)
353.1498,357.0364,q7ec1.g.gaze.144,id(gtype_down)
357.0364,357.4311,q7ec1.g.gaze.145,id(gtype_up)
357.4311,367.1876,q7ec1.g.gaze.146,id(gtype_down)
367.1876,370.3284,q7ec1.g.gaze.147,id(gtype_up)
370.3284,370.3285,q7ec1.g.gaze.148,id(gtype_down)
370.3285,370.8428,q7ec1.g.gaze.149,id(gtype_up)
370.8428,371.7222,q7ec1.g.gaze.150,id(gtype_down)
371.7222,373.5747,q7ec1.g.gaze.151,id(gtype_up)
373.5747,375.5162,q7ec1.g.gaze.152,id(gtype_down)
375.5162,376.0930,q7ec1.g.gaze.153,id(gtype_up)
376.0930,385.6120,q7ec1.g.gaze.154,id(gtype_down)
385.6120,385.9828,q7ec1.g.gaze.155,id(gtype_up)
385.9828,386.5953,q7ec1.g.gaze.156,id(gtype_down)
386.5953,387.8897,q7ec1.g.gaze.157,id(gtype_up)
387.8897,399.4870,q7ec1.g.gaze.158,id(gtype_down)
399.4870,399.7942,q7ec1.g.gaze.159,id(gtype_up)
399.7942,401.9434,q7ec1.g.gaze.160,id(gtype_down)
401.9434,404.8236,q7ec1.g.gaze.161,id(gtype_up)
404.8236,404.4975,q7ec1.g.gaze.162,id(gtype_down)
404.4975,404.8294,q7ec1.g.gaze.163,id(gtype_up)
