start,end,id,type
0.0000,5.0592,q3ec4.g.gaze.4,id(gtype_down)
5.0592,7.8368,q3ec4.g.gaze.5,id(gtype_up)
7.8368,8.3371,q3ec4.g.gaze.6,id(gtype_down)
8.3371,8.8892,q3ec4.g.gaze.7,id(gtype_up)
8.8892,17.1386,q3ec4.g.gaze.8,id(gtype_down)
17.1386,19.9762,q3ec4.g.gaze.9,id(gtype_up)
19.9762,34.9670,q3ec4.g.gaze.10,id(gtype_down)
34.9670,46.5102,q3ec4.g.gaze.11,id(gtype_up)
46.5102,46.5102,q3ec4.g.gaze.12,id(gtype_down)
46.5102,39.3930,q3ec4.g.gaze.13,id(gtype_up)
39.3930,44.1404,q3ec4.g.gaze.14,id(gtype_down)
44.1404,45.6444,q3ec4.g.gaze.15,id(gtype_up)
45.6444,66.3992,q3ec4.g.gaze.16,id(gtype_down)
66.3992,70.6094,q3ec4.g.gaze.17,id(gtype_up)
70.6094,71.0361,q3ec4.g.gaze.18,id(gtype_down)
71.0361,71.4141,q3ec4.g.gaze.19,id(gtype_up)
71.4141,80.2773,q3ec4.g.gaze.20,id(gtype_down)
80.2773,82.7435,q3ec4.g.gaze.21,id(gtype_up)
82.7435,103.7827,q3ec4.g.gaze.22,id(gtype_down)
103.7827,104.6076,q3ec4.g.gaze.23,id(gtype_up)
104.6076,104.6077,q3ec4.g.gaze.24,id(gtype_down)
104.6077,105.8995,q3ec4.g.gaze.25,id(gtype_up)
105.8995,113.5008,q3ec4.g.gaze.26,id(gtype_down)
113.5008,114.4649,q3ec4.g.gaze.27,id(gtype_up)
114.4649,115.8837,q3ec4.g.gaze.28,id(gtype_down)
115.8837,119.0143,q3ec4.g.gaze.29,id(gtype_up)
119.0143,124.8028,q3ec4.g.gaze.30,id(gtype_down)
124.8028,127.1955,q3ec4.g.gaze.31,id(gtype_up)
127.1955,144.6980,q3ec4.g.gaze.32,id(gtype_down)
144.6980,144.9886,q3ec4.g.gaze.33,id(gtype_up)
144.9886,155.3381,q3ec4.g.gaze.34,id(gtype_down)
155.3381,161.3194,q3ec4.g.gaze.35,id(gtype_up)
161.3194,166.4566,q3ec4.g.gaze.36,id(gtype_down)
166.4566,170.9284,q3ec4.g.gaze.37,id(gtype_up)
170.9284,173.9373,q3ec4.g.gaze.38,id(gtype_down)
173.9373,176.5952,q3ec4.g.gaze.39,id(gtype_up)
176.5952,180.2145,q3ec4.g.gaze.40,id(gtype_down)
180.2145,184.4295,q3ec4.g.gaze.41,id(gtype_up)
184.4295,186.2065,q3ec4.g.gaze.42,id(gtype_down)
186.2065,189.3433,q3ec4.g.gaze.43,id(gtype_up)
189.3433,195.2953,q3ec4.g.gaze.44,id(gtype_down)
195.2953,198.1633,q3ec4.g.gaze.45,id(gtype_up)
198.1633,202.3896,q3ec4.g.gaze.46,id(gtype_down)
202.3896,202.8544,q3ec4.g.gaze.47,id(gtype_up)
202.8544,202.8545,q3ec4.g.gaze.48,id(gtype_down)
202.8545,203.4248,q3ec4.g.gaze.49,id(gtype_up)
203.4248,209.0574,q3ec4.g.gaze.50,id(gtype_down)
209.0574,209.6294,q3ec4.g.gaze.51,id(gtype_up)
209.6294,210.1770,q3ec4.g.gaze.52,id(gtype_down)
210.1770,211.9866,q3ec4.g.gaze.53,id(gtype_up)
211.9866,220.4138,q3ec4.g.gaze.54,id(gtype_down)
220.4138,223.8363,q3ec4.g.gaze.55,id(gtype_up)
223.8363,237.1892,q3ec4.g.gaze.56,id(gtype_down)
237.1892,239.2415,q3ec4.g.gaze.57,id(gtype_up)
239.2415,251.3117,q3ec4.g.gaze.58,id(gtype_down)
251.3117,253.3261,q3ec4.g.gaze.59,id(gtype_up)
253.3261,255.8341,q3ec4.g.gaze.60,id(gtype_down)
255.8341,259.1972,q3ec4.g.gaze.61,id(gtype_up)
259.1972,274.1782,q3ec4.g.gaze.62,id(gtype_down)
274.1782,276.6665,q3ec4.g.gaze.63,id(gtype_up)
276.6665,286.1841,q3ec4.g.gaze.64,id(gtype_down)
286.1841,290.0631,q3ec4.g.gaze.65,id(gtype_up)
290.0631,291.8234,q3ec4.g.gaze.66,id(gtype_down)
291.8234,292.8455,q3ec4.g.gaze.67,id(gtype_up)
292.8455,294.2208,q3ec4.g.gaze.68,id(gtype_down)
294.2208,297.0265,q3ec4.g.gaze.69,id(gtype_up)
297.0265,300.3473,q3ec4.g.gaze.70,id(gtype_down)
300.3473,303.1151,q3ec4.g.gaze.71,id(gtype_up)
303.1151,309.1746,q3ec4.g.gaze.72,id(gtype_down)
309.1746,313.9717,q3ec4.g.gaze.73,id(gtype_up)
313.9717,316.8189,q3ec4.g.gaze.74,id(gtype_down)
316.8189,318.0078,q3ec4.g.gaze.75,id(gtype_up)
318.0078,326.6021,q3ec4.g.gaze.76,id(gtype_down)
326.6021,328.8558,q3ec4.g.gaze.77,id(gtype_up)
328.8558,328.8559,q3ec4.g.gaze.78,id(gtype_down)
328.8559,328.9073,q3ec4.g.gaze.79,id(gtype_up)
328.9073,330.1950,q3ec4.g.gaze.80,id(gtype_down)
330.1950,330.9028,q3ec4.g.gaze.81,id(gtype_up)
330.9028,334.8576,q3ec4.g.gaze.82,id(gtype_down)
334.8576,338.0737,q3ec4.g.gaze.83,id(gtype_up)
338.0737,342.1793,q3ec4.g.gaze.84,id(gtype_down)
342.1793,348.2197,q3ec4.g.gaze.85,id(gtype_up)
348.2197,349.8092,q3ec4.g.gaze.86,id(gtype_down)
349.8092,353.6837,q3ec4.g.gaze.87,id(gtype_up)
353.6837,369.5319,q3ec4.g.gaze.88,id(gtype_down)
