start,end,id,type
0.0000,55.9116,q4nc6.g.gaze.2,id(gtype_down)
55.9116,57.8249,q4nc6.g.gaze.3,id(gtype_up)
57.8249,66.8773,q4nc6.g.gaze.4,id(gtype_down)
66.8773,67.4209,q4nc6.g.gaze.5,id(gtype_up)
67.4209,261.6945,q4nc6.g.gaze.6,id(gtype_down)
261.6945,262.0836,q4nc6.g.gaze.7,id(gtype_up)
262.0836,266.2202,q4nc6.g.gaze.8,id(gtype_down)
266.2202,267.6331,q4nc6.g.gaze.9,id(gtype_up)
267.6331,269.1181,q4nc6.g.gaze.10,id(gtype_down)
269.1181,269.7430,q4nc6.g.gaze.11,id(gtype_up)
269.7430,271.4786,q4nc6.g.gaze.12,id(gtype_down)
271.4786,273.1822,q4nc6.g.gaze.13,id(gtype_up)
273.1822,413.4686,q4nc6.g.gaze.14,id(gtype_down)
413.4686,414.0364,q4nc6.g.gaze.15,id(gtype_up)
414.0364,464.4995,q4nc6.g.gaze.16,id(gtype_down)
464.4995,464.5196,q4nc6.g.gaze.17,id(gtype_up)
464.5196,502.2725,q4nc6.g.gaze.18,id(gtype_down)
502.2725,502.5048,q4nc6.g.gaze.19,id(gtype_up)
502.5048,553.4918,q4nc6.g.gaze.20,id(gtype_down)
