start,end,id,type
0.0000,6.0472,q4nc3.f.gaze.2,id(gtype_down)
6.0472,6.2533,q4nc3.f.gaze.3,id(gtype_up)
6.2533,101.6501,q4nc3.f.gaze.4,id(gtype_down)
101.6501,102.1921,q4nc3.f.gaze.5,id(gtype_up)
102.1921,146.9345,q4nc3.f.gaze.6,id(gtype_down)
146.9345,147.4005,q4nc3.f.gaze.7,id(gtype_up)
147.4005,164.9469,q4nc3.f.gaze.8,id(gtype_down)
164.9469,166.9742,q4nc3.f.gaze.9,id(gtype_up)
166.9742,199.8974,q4nc3.f.gaze.10,id(gtype_down)
199.8974,199.8975,q4nc3.f.gaze.11,id(gtype_up)
199.8975,209.7245,q4nc3.f.gaze.12,id(gtype_down)
209.7245,210.4583,q4nc3.f.gaze.13,id(gtype_up)
210.4583,230.7340,q4nc3.f.gaze.14,id(gtype_down)
230.7340,231.0584,q4nc3.f.gaze.15,id(gtype_up)
231.0584,235.0160,q4nc3.f.gaze.16,id(gtype_down)
235.0160,235.2284,q4nc3.f.gaze.17,id(gtype_up)
235.2284,267.6947,q4nc3.f.gaze.18,id(gtype_down)
267.6947,267.8693,q4nc3.f.gaze.19,id(gtype_up)
267.8693,273.3436,q4nc3.f.gaze.20,id(gtype_down)
273.3436,273.8986,q4nc3.f.gaze.21,id(gtype_up)
273.8986,295.6953,q4nc3.f.gaze.22,id(gtype_down)
295.6953,296.1186,q4nc3.f.gaze.23,id(gtype_up)
296.1186,298.0405,q4nc3.f.gaze.24,id(gtype_down)
298.0405,298.2529,q4nc3.f.gaze.25,id(gtype_up)
298.2529,298.3683,q4nc3.f.gaze.26,id(gtype_down)
298.3683,298.7784,q4nc3.f.gaze.27,id(gtype_up)
298.7784,513.3475,q4nc3.f.gaze.28,id(gtype_down)
513.3475,513.4854,q4nc3.f.gaze.29,id(gtype_up)
513.4854,537.2634,q4nc3.f.gaze.30,id(gtype_down)
537.2634,537.3308,q4nc3.f.gaze.31,id(gtype_up)
537.3308,625.9518,q4nc3.f.gaze.32,id(gtype_down)
625.9518,626.9509,q4nc3.f.gaze.33,id(gtype_up)
626.9509,668.8971,q4nc3.f.gaze.34,id(gtype_down)
668.8971,669.9363,q4nc3.f.gaze.35,id(gtype_up)
669.9363,707.0015,q4nc3.f.gaze.36,id(gtype_down)
707.0015,707.4017,q4nc3.f.gaze.37,id(gtype_up)
707.4017,733.7291,q4nc3.f.gaze.38,id(gtype_down)
733.7291,733.7292,q4nc3.f.gaze.39,id(gtype_up)
733.7292,747.4198,q4nc3.f.gaze.40,id(gtype_down)
747.4198,748.7524,q4nc3.f.gaze.41,id(gtype_up)
748.7524,805.5424,q4nc3.f.gaze.42,id(gtype_down)
805.5424,806.5098,q4nc3.f.gaze.43,id(gtype_up)
806.5098,813.1905,q4nc3.f.gaze.44,id(gtype_down)
813.1905,813.8031,q4nc3.f.gaze.45,id(gtype_up)
813.8031,826.4416,q4nc3.f.gaze.46,id(gtype_down)
826.4416,826.7709,q4nc3.f.gaze.47,id(gtype_up)
826.7709,863.6418,q4nc3.f.gaze.48,id(gtype_down)
863.6418,864.0322,q4nc3.f.gaze.49,id(gtype_up)
864.0322,881.3793,q4nc3.f.gaze.50,id(gtype_down)
