start,end,id,type
0.0000,2.0951,q4nc1.g.gaze.2,id(gtype_down)
2.0951,2.6868,q4nc1.g.gaze.3,id(gtype_up)
2.6868,22.3984,q4nc1.g.gaze.4,id(gtype_down)
22.3984,22.8408,q4nc1.g.gaze.5,id(gtype_up)
22.8408,27.8594,q4nc1.g.gaze.6,id(gtype_down)
27.8594,28.9492,q4nc1.g.gaze.7,id(gtype_up)
28.9492,212.1925,q4nc1.g.gaze.8,id(gtype_down)
212.1925,212.4917,q4nc1.g.gaze.9,id(gtype_up)
212.4917,252.4067,q4nc1.g.gaze.10,id(gtype_down)
252.4067,252.5878,q4nc1.g.gaze.11,id(gtype_up)
252.5878,294.6328,q4nc1.g.gaze.12,id(gtype_down)
294.6328,294.9420,q4nc1.g.gaze.13,id(gtype_up)
294.9420,364.4483,q4nc1.g.gaze.14,id(gtype_down)
364.4483,365.2727,q4nc1.g.gaze.15,id(gtype_up)
365.2727,401.5235,q4nc1.g.gaze.16,id(gtype_down)
