start,end,id,type
0.0000,1.5699,q8ec4.g.gaze.2,id(gtype_down)
1.5699,2.0550,q8ec4.g.gaze.3,id(gtype_up)
2.0550,2.5603,q8ec4.g.gaze.4,id(gtype_down)
2.5603,2.7762,q8ec4.g.gaze.5,id(gtype_up)
2.7762,11.2757,q8ec4.g.gaze.6,id(gtype_down)
11.2757,11.7168,q8ec4.g.gaze.7,id(gtype_up)
11.7168,12.6393,q8ec4.g.gaze.8,id(gtype_down)
12.6393,18.0578,q8ec4.g.gaze.9,id(gtype_up)
18.0578,18.8598,q8ec4.g.gaze.10,id(gtype_down)
18.8598,19.6499,q8ec4.g.gaze.11,id(gtype_up)
19.6499,43.8790,q8ec4.g.gaze.12,id(gtype_down)
43.8790,45.3410,q8ec4.g.gaze.13,id(gtype_up)
45.3410,49.8702,q8ec4.g.gaze.14,id(gtype_down)
49.8702,50.1761,q8ec4.g.gaze.15,id(gtype_up)
50.1761,56.4515,q8ec4.g.gaze.16,id(gtype_down)
56.4515,59.9799,q8ec4.g.gaze.17,id(gtype_up)
59.9799,63.5370,q8ec4.g.gaze.18,id(gtype_down)
63.5370,64.6947,q8ec4.g.gaze.19,id(gtype_up)
64.6947,66.6997,q8ec4.g.gaze.20,id(gtype_down)
66.6997,67.7051,q8ec4.g.gaze.21,id(gtype_up)
67.7051,79.6781,q8ec4.g.gaze.22,id(gtype_down)
79.6781,81.4840,q8ec4.g.gaze.23,id(gtype_up)
81.4840,85.7366,q8ec4.g.gaze.24,id(gtype_down)
85.7366,87.6899,q8ec4.g.gaze.25,id(gtype_up)
87.6899,88.1366,q8ec4.g.gaze.26,id(gtype_down)
88.1366,90.6227,q8ec4.g.gaze.27,id(gtype_up)
90.6227,104.6750,q8ec4.g.gaze.28,id(gtype_down)
104.6750,105.1810,q8ec4.g.gaze.29,id(gtype_up)
105.1810,107.4890,q8ec4.g.gaze.30,id(gtype_down)
107.4890,109.2885,q8ec4.g.gaze.31,id(gtype_up)
109.2885,113.0525,q8ec4.g.gaze.32,id(gtype_down)
113.0525,113.4401,q8ec4.g.gaze.33,id(gtype_up)
113.4401,116.4552,q8ec4.g.gaze.34,id(gtype_down)
116.4552,120.0614,q8ec4.g.gaze.35,id(gtype_up)
120.0614,120.7348,q8ec4.g.gaze.36,id(gtype_down)
120.7348,122.6323,q8ec4.g.gaze.37,id(gtype_up)
122.6323,124.1318,q8ec4.g.gaze.38,id(gtype_down)
124.1318,124.3431,q8ec4.g.gaze.39,id(gtype_up)
124.3431,129.6658,q8ec4.g.gaze.40,id(gtype_down)
129.6658,130.9207,q8ec4.g.gaze.41,id(gtype_up)
130.9207,132.8824,q8ec4.g.gaze.42,id(gtype_down)
132.8824,135.1567,q8ec4.g.gaze.43,id(gtype_up)
135.1567,199.5541,q8ec4.g.gaze.44,id(gtype_down)
