start,end,id,type
0.0000,3.6887,q3nc2.f.gaze.2,id(gtype_down)
3.6887,9.2919,q3nc2.f.gaze.3,id(gtype_off)
9.2919,26.0539,q3nc2.f.gaze.5,id(gtype_down)
26.0539,26.0539,q3nc2.f.gaze.6,id(gtype_off)
26.0539,63.4740,q3nc2.f.gaze.8,id(gtype_down)
63.4740,64.4266,q3nc2.f.gaze.9,id(gtype_up)
64.4266,86.8966,q3nc2.f.gaze.10,id(gtype_down)
86.8966,86.8966,q3nc2.f.gaze.11,id(gtype_off)
86.8966,90.7413,q3nc2.f.gaze.13,id(gtype_down)
90.7413,101.4295,q3nc2.f.gaze.14,id(gtype_off)
101.4295,118.1150,q3nc2.f.gaze.16,id(gtype_down)
118.1150,121.6356,q3nc2.f.gaze.17,id(gtype_off)
121.6356,241.0922,q3nc2.f.gaze.19,id(gtype_down)
241.0922,247.7269,q3nc2.f.gaze.20,id(gtype_off)
247.7269,273.8854,q3nc2.f.gaze.22,id(gtype_down)
273.8854,274.9659,q3nc2.f.gaze.23,id(gtype_off)
274.9659,289.7157,q3nc2.f.gaze.25,id(gtype_down)
289.7157,284.0176,q3nc2.f.gaze.26,id(gtype_off)
284.0176,337.4136,q3nc2.f.gaze.28,id(gtype_down)
337.4136,341.9681,q3nc2.f.gaze.29,id(gtype_off)
341.9681,418.5588,q3nc2.f.gaze.31,id(gtype_down)
418.5588,418.1620,q3nc2.f.gaze.32,id(gtype_off)
418.1620,482.6858,q3nc2.f.gaze.34,id(gtype_down)
482.6858,488.5646,q3nc2.f.gaze.35,id(gtype_off)
488.5646,494.2584,q3nc2.f.gaze.37,id(gtype_down)
494.2584,491.8584,q3nc2.f.gaze.38,id(gtype_off)
491.8584,504.7140,q3nc2.f.gaze.40,id(gtype_down)
504.7140,518.3704,q3nc2.f.gaze.41,id(gtype_off)
518.3704,537.8335,q3nc2.f.gaze.43,id(gtype_down)
