start,end,id,type
0.0000,9.8715,q3ec7.g.gaze.2,id(gtype_down)
9.8715,10.2404,q3ec7.g.gaze.3,id(gtype_up)
10.2404,10.7345,q3ec7.g.gaze.4,id(gtype_down)
10.7345,10.7346,q3ec7.g.gaze.5,id(gtype_up)
10.7346,18.0296,q3ec7.g.gaze.6,id(gtype_down)
18.0296,18.6127,q3ec7.g.gaze.7,id(gtype_up)
18.6127,19.8469,q3ec7.g.gaze.8,id(gtype_down)
19.8469,22.0603,q3ec7.g.gaze.9,id(gtype_up)
22.0603,25.8144,q3ec7.g.gaze.10,id(gtype_down)
25.8144,29.6930,q3ec7.g.gaze.11,id(gtype_up)
29.6930,30.6449,q3ec7.g.gaze.12,id(gtype_down)
30.6449,32.2226,q3ec7.g.gaze.13,id(gtype_up)
32.2226,34.5916,q3ec7.g.gaze.14,id(gtype_down)
34.5916,35.1162,q3ec7.g.gaze.15,id(gtype_up)
35.1162,35.1163,q3ec7.g.gaze.16,id(gtype_down)
35.1163,36.0507,q3ec7.g.gaze.17,id(gtype_up)
36.0507,36.5867,q3ec7.g.gaze.18,id(gtype_down)
36.5867,37.6335,q3ec7.g.gaze.19,id(gtype_up)
37.6335,38.2755,q3ec7.g.gaze.20,id(gtype_down)
38.2755,39.8835,q3ec7.g.gaze.21,id(gtype_up)
39.8835,39.9995,q3ec7.g.gaze.22,id(gtype_down)
39.9995,40.2175,q3ec7.g.gaze.23,id(gtype_up)
40.2175,44.9115,q3ec7.g.gaze.24,id(gtype_down)
44.9115,41.8527,q3ec7.g.gaze.25,id(gtype_up)
41.8527,42.7981,q3ec7.g.gaze.26,id(gtype_down)
42.7981,43.6150,q3ec7.g.gaze.27,id(gtype_up)
43.6150,45.7975,q3ec7.g.gaze.28,id(gtype_down)
45.7975,46.4955,q3ec7.g.gaze.29,id(gtype_up)
46.4955,46.9715,q3ec7.g.gaze.30,id(gtype_down)
46.9715,47.9975,q3ec7.g.gaze.31,id(gtype_up)
47.9975,48.2875,q3ec7.g.gaze.32,id(gtype_down)
48.2875,49.7375,q3ec7.g.gaze.33,id(gtype_up)
49.7375,50.6675,q3ec7.g.gaze.34,id(gtype_down)
50.6675,54.8024,q3ec7.g.gaze.35,id(gtype_up)
54.8024,54.8025,q3ec7.g.gaze.36,id(gtype_down)
54.8025,55.2141,q3ec7.g.gaze.37,id(gtype_up)
55.2141,58.0686,q3ec7.g.gaze.38,id(gtype_down)
58.0686,59.9671,q3ec7.g.gaze.39,id(gtype_up)
59.9671,69.0286,q3ec7.g.gaze.40,id(gtype_down)
69.0286,69.5606,q3ec7.g.gaze.41,id(gtype_up)
69.5606,69.5607,q3ec7.g.gaze.42,id(gtype_down)
69.5607,73.5846,q3ec7.g.gaze.43,id(gtype_up)
73.5846,74.9513,q3ec7.g.gaze.44,id(gtype_down)
74.9513,76.2385,q3ec7.g.gaze.45,id(gtype_up)
76.2385,76.6766,q3ec7.g.gaze.46,id(gtype_down)
76.6766,79.0591,q3ec7.g.gaze.47,id(gtype_up)
79.0591,85.6192,q3ec7.g.gaze.48,id(gtype_down)
85.6192,85.6193,q3ec7.g.gaze.49,id(gtype_up)
85.6193,85.9289,q3ec7.g.gaze.50,id(gtype_down)
85.9289,86.4790,q3ec7.g.gaze.51,id(gtype_up)
86.4790,88.7221,q3ec7.g.gaze.52,id(gtype_down)
88.7221,90.9322,q3ec7.g.gaze.53,id(gtype_up)
90.9322,92.5231,q3ec7.g.gaze.54,id(gtype_down)
92.5231,93.5047,q3ec7.g.gaze.55,id(gtype_up)
93.5047,100.6390,q3ec7.g.gaze.56,id(gtype_down)
100.6390,102.5670,q3ec7.g.gaze.57,id(gtype_up)
102.5670,105.4612,q3ec7.g.gaze.58,id(gtype_down)
105.4612,106.7181,q3ec7.g.gaze.59,id(gtype_up)
106.7181,107.5692,q3ec7.g.gaze.60,id(gtype_down)
107.5692,107.5693,q3ec7.g.gaze.61,id(gtype_up)
107.5693,115.7214,q3ec7.g.gaze.62,id(gtype_down)
115.7214,117.7075,q3ec7.g.gaze.63,id(gtype_up)
117.7075,119.2111,q3ec7.g.gaze.64,id(gtype_down)
119.2111,119.3742,q3ec7.g.gaze.65,id(gtype_up)
119.3742,122.6779,q3ec7.g.gaze.66,id(gtype_down)
122.6779,124.7376,q3ec7.g.gaze.67,id(gtype_up)
124.7376,128.8538,q3ec7.g.gaze.68,id(gtype_down)
128.8538,130.2437,q3ec7.g.gaze.69,id(gtype_up)
130.2437,130.8827,q3ec7.g.gaze.70,id(gtype_down)
130.8827,131.8551,q3ec7.g.gaze.71,id(gtype_up)
131.8551,131.9309,q3ec7.g.gaze.72,id(gtype_down)
131.9309,132.2339,q3ec7.g.gaze.73,id(gtype_up)
132.2339,134.5191,q3ec7.g.gaze.74,id(gtype_down)
