start,end,id,type
0.0000,2.7160,q3nc5.f.gaze.2,id(gtype_down)
2.7160,2.7161,q3nc5.f.gaze.3,id(gtype_off)
2.7161,7.6637,q3nc5.f.gaze.5,id(gtype_down)
7.6637,18.9816,q3nc5.f.gaze.6,id(gtype_off)
18.9816,19.7738,q3nc5.f.gaze.8,id(gtype_down)
19.7738,27.3307,q3nc5.f.gaze.9,id(gtype_off)
27.3307,33.6165,q3nc5.f.gaze.11,id(gtype_down)
33.6165,39.7113,q3nc5.f.gaze.12,id(gtype_off)
39.7113,45.6039,q3nc5.f.gaze.14,id(gtype_down)
45.6039,46.8127,q3nc5.f.gaze.15,id(gtype_up)
46.8127,53.8708,q3nc5.f.gaze.17,id(gtype_off)
53.8708,67.0275,q3nc5.f.gaze.19,id(gtype_down)
67.0275,67.1691,q3nc5.f.gaze.20,id(gtype_up)
67.1691,115.1197,q3nc5.f.gaze.21,id(gtype_down)
115.1197,120.6483,q3nc5.f.gaze.22,id(gtype_off)
120.6483,126.2438,q3nc5.f.gaze.24,id(gtype_down)
126.2438,139.0751,q3nc5.f.gaze.25,id(gtype_off)
139.0751,149.4999,q3nc5.f.gaze.27,id(gtype_down)
149.4999,167.5857,q3nc5.f.gaze.28,id(gtype_off)
167.5857,168.6693,q3nc5.f.gaze.30,id(gtype_down)
168.6693,174.8927,q3nc5.f.gaze.31,id(gtype_off)
174.8927,181.1824,q3nc5.f.gaze.33,id(gtype_down)
181.1824,194.5004,q3nc5.f.gaze.34,id(gtype_off)
194.5004,197.3645,q3nc5.f.gaze.36,id(gtype_down)
197.3645,197.3645,q3nc5.f.gaze.37,id(gtype_off)
197.3645,230.1633,q3nc5.f.gaze.39,id(gtype_down)
230.1633,243.9378,q3nc5.f.gaze.40,id(gtype_off)
243.9378,250.8586,q3nc5.f.gaze.42,id(gtype_down)
