start,end,id,type
0.0000,2.2044,q8ec8.f.gaze.3,id(gtype_up)
2.2044,2.2045,q8ec8.f.gaze.4,id(gtype_down)
2.2045,2.8758,q8ec8.f.gaze.5,id(gtype_up)
2.8758,3.6191,q8ec8.f.gaze.6,id(gtype_down)
3.6191,4.7067,q8ec8.f.gaze.7,id(gtype_up)
4.7067,7.6924,q8ec8.f.gaze.8,id(gtype_down)
7.6924,7.9973,q8ec8.f.gaze.9,id(gtype_up)
7.9973,10.7287,q8ec8.f.gaze.10,id(gtype_down)
10.7287,11.2076,q8ec8.f.gaze.11,id(gtype_up)
11.2076,22.0427,q8ec8.f.gaze.12,id(gtype_down)
22.0427,23.6733,q8ec8.f.gaze.13,id(gtype_up)
23.6733,26.8538,q8ec8.f.gaze.14,id(gtype_down)
26.8538,27.0025,q8ec8.f.gaze.15,id(gtype_up)
27.0025,27.5023,q8ec8.f.gaze.16,id(gtype_down)
27.5023,28.4074,q8ec8.f.gaze.17,id(gtype_up)
28.4074,30.3842,q8ec8.f.gaze.18,id(gtype_down)
30.3842,31.3334,q8ec8.f.gaze.19,id(gtype_up)
31.3334,33.0322,q8ec8.f.gaze.20,id(gtype_down)
33.0322,33.9627,q8ec8.f.gaze.21,id(gtype_up)
33.9627,34.8298,q8ec8.f.gaze.22,id(gtype_down)
34.8298,36.1620,q8ec8.f.gaze.23,id(gtype_up)
36.1620,39.8367,q8ec8.f.gaze.24,id(gtype_down)
39.8367,39.9167,q8ec8.f.gaze.25,id(gtype_up)
39.9167,41.1030,q8ec8.f.gaze.26,id(gtype_down)
41.1030,42.2334,q8ec8.f.gaze.27,id(gtype_up)
42.2334,45.0788,q8ec8.f.gaze.28,id(gtype_down)
45.0788,46.7635,q8ec8.f.gaze.29,id(gtype_up)
46.7635,50.4917,q8ec8.f.gaze.30,id(gtype_down)
50.4917,52.7644,q8ec8.f.gaze.31,id(gtype_up)
52.7644,55.5698,q8ec8.f.gaze.32,id(gtype_down)
55.5698,56.5990,q8ec8.f.gaze.33,id(gtype_up)
56.5990,58.0710,q8ec8.f.gaze.34,id(gtype_down)
