start,end,id,type
0.0000,1.6898,q4nc7.g.gaze.2,id(gtype_down)
1.6898,2.5955,q4nc7.g.gaze.3,id(gtype_up)
2.5955,7.9479,q4nc7.g.gaze.4,id(gtype_down)
7.9479,8.3481,q4nc7.g.gaze.5,id(gtype_up)
8.3481,50.0344,q4nc7.g.gaze.6,id(gtype_down)
50.0344,50.7575,q4nc7.g.gaze.7,id(gtype_up)
50.7575,69.7972,q4nc7.g.gaze.8,id(gtype_down)
69.7972,71.8922,q4nc7.g.gaze.9,id(gtype_up)
71.8922,77.4256,q4nc7.g.gaze.10,id(gtype_down)
77.4256,77.8851,q4nc7.g.gaze.11,id(gtype_up)
77.8851,91.0356,q4nc7.g.gaze.12,id(gtype_down)
91.0356,91.5099,q4nc7.g.gaze.13,id(gtype_up)
91.5099,121.0931,q4nc7.g.gaze.14,id(gtype_down)
121.0931,123.8076,q4nc7.g.gaze.15,id(gtype_up)
123.8076,137.3349,q4nc7.g.gaze.16,id(gtype_down)
137.3349,139.0694,q4nc7.g.gaze.17,id(gtype_up)
139.0694,405.7014,q4nc7.g.gaze.18,id(gtype_down)
405.7014,406.3980,q4nc7.g.gaze.19,id(gtype_up)
406.3980,426.0867,q4nc7.g.gaze.20,id(gtype_down)
426.0867,426.4556,q4nc7.g.gaze.21,id(gtype_up)
426.4556,493.3828,q4nc7.g.gaze.22,id(gtype_down)
493.3828,494.1486,q4nc7.g.gaze.23,id(gtype_up)
494.1486,582.7938,q4nc7.g.gaze.24,id(gtype_down)
582.7938,582.8519,q4nc7.g.gaze.25,id(gtype_up)
582.8519,587.5166,q4nc7.g.gaze.26,id(gtype_down)
