start,end,id,type
0.0000,26.7294,q7ec4.g.gaze.2,id(gtype_down)
26.7294,28.2635,q7ec4.g.gaze.3,id(gtype_up)
28.2635,28.2636,q7ec4.g.gaze.4,id(gtype_down)
28.2636,29.0047,q7ec4.g.gaze.5,id(gtype_up)
29.0047,31.0239,q7ec4.g.gaze.6,id(gtype_down)
31.0239,33.3063,q7ec4.g.gaze.7,id(gtype_up)
33.3063,33.5666,q7ec4.g.gaze.8,id(gtype_down)
33.5666,35.1912,q7ec4.g.gaze.9,id(gtype_up)
35.1912,37.2099,q7ec4.g.gaze.10,id(gtype_down)
37.2099,39.3351,q7ec4.g.gaze.11,id(gtype_up)
39.3351,74.6484,q7ec4.g.gaze.12,id(gtype_down)
74.6484,79.1138,q7ec4.g.gaze.13,id(gtype_up)
79.1138,134.5669,q7ec4.g.gaze.14,id(gtype_down)
134.5669,136.1782,q7ec4.g.gaze.15,id(gtype_up)
136.1782,198.3610,q7ec4.g.gaze.16,id(gtype_down)
198.3610,200.0534,q7ec4.g.gaze.17,id(gtype_up)
200.0534,221.8953,q7ec4.g.gaze.18,id(gtype_down)
221.8953,225.6445,q7ec4.g.gaze.19,id(gtype_up)
225.6445,246.7026,q7ec4.g.gaze.20,id(gtype_down)
246.7026,248.7853,q7ec4.g.gaze.21,id(gtype_up)
248.7853,250.8183,q7ec4.g.gaze.22,id(gtype_down)
250.8183,251.5060,q7ec4.g.gaze.23,id(gtype_up)
251.5060,275.5777,q7ec4.g.gaze.24,id(gtype_down)
275.5777,277.0088,q7ec4.g.gaze.25,id(gtype_up)
277.0088,277.0089,q7ec4.g.gaze.26,id(gtype_down)
277.0089,277.8400,q7ec4.g.gaze.27,id(gtype_up)
277.8400,302.7509,q7ec4.g.gaze.28,id(gtype_down)
302.7509,306.8255,q7ec4.g.gaze.29,id(gtype_up)
306.8255,325.6891,q7ec4.g.gaze.30,id(gtype_down)
325.6891,326.3775,q7ec4.g.gaze.31,id(gtype_up)
326.3775,326.7682,q7ec4.g.gaze.32,id(gtype_down)
326.7682,326.9494,q7ec4.g.gaze.33,id(gtype_up)
326.9494,327.0598,q7ec4.g.gaze.34,id(gtype_down)
327.0598,328.9368,q7ec4.g.gaze.35,id(gtype_up)
328.9368,332.6885,q7ec4.g.gaze.36,id(gtype_down)
332.6885,333.5118,q7ec4.g.gaze.37,id(gtype_up)
333.5118,347.4828,q7ec4.g.gaze.38,id(gtype_down)
347.4828,349.8393,q7ec4.g.gaze.39,id(gtype_up)
349.8393,366.5038,q7ec4.g.gaze.40,id(gtype_down)
366.5038,367.0445,q7ec4.g.gaze.41,id(gtype_up)
367.0445,407.0898,q7ec4.g.gaze.42,id(gtype_down)
407.0898,410.4631,q7ec4.g.gaze.43,id(gtype_up)
410.4631,472.3620,q7ec4.g.gaze.44,id(gtype_down)
