start,end,id,type
0.0000,1.2957,q3ec3.g.gaze.3,id(gtype_up)
1.2957,2.7015,q3ec3.g.gaze.4,id(gtype_down)
2.7015,3.6485,q3ec3.g.gaze.5,id(gtype_up)
3.6485,9.2011,q3ec3.g.gaze.6,id(gtype_down)
9.2011,9.2011,q3ec3.g.gaze.7,id(gtype_up)
9.2011,19.9836,q3ec3.g.gaze.8,id(gtype_down)
19.9836,18.8399,q3ec3.g.gaze.9,id(gtype_up)
18.8399,37.1912,q3ec3.g.gaze.10,id(gtype_down)
37.1912,38.0153,q3ec3.g.gaze.11,id(gtype_up)
38.0153,42.1589,q3ec3.g.gaze.12,id(gtype_down)
42.1589,63.5011,q3ec3.g.gaze.13,id(gtype_up)
63.5011,78.3744,q3ec3.g.gaze.14,id(gtype_down)
78.3744,78.8463,q3ec3.g.gaze.15,id(gtype_up)
78.8463,79.8155,q3ec3.g.gaze.16,id(gtype_down)
79.8155,80.7410,q3ec3.g.gaze.17,id(gtype_up)
80.7410,110.8814,q3ec3.g.gaze.18,id(gtype_down)
110.8814,111.3026,q3ec3.g.gaze.19,id(gtype_up)
111.3026,448.3259,q3ec3.g.gaze.20,id(gtype_down)
