start,end,id,type
0.0000,1.8724,q4nc2.g.gaze.3,id(gtype_up)
1.8724,117.6791,q4nc2.g.gaze.4,id(gtype_down)
117.6791,117.9089,q4nc2.g.gaze.5,id(gtype_up)
117.9089,122.8055,q4nc2.g.gaze.6,id(gtype_down)
122.8055,123.0743,q4nc2.g.gaze.7,id(gtype_up)
123.0743,351.3711,q4nc2.g.gaze.8,id(gtype_down)
351.3711,351.7690,q4nc2.g.gaze.9,id(gtype_up)
351.7690,520.1528,q4nc2.g.gaze.10,id(gtype_down)
520.1528,520.4338,q4nc2.g.gaze.11,id(gtype_up)
520.4338,544.2846,q4nc2.g.gaze.12,id(gtype_down)
544.2846,544.7888,q4nc2.g.gaze.13,id(gtype_up)
544.7888,550.7252,q4nc2.g.gaze.14,id(gtype_down)
550.7252,551.9357,q4nc2.g.gaze.15,id(gtype_up)
551.9357,558.6029,q4nc2.g.gaze.16,id(gtype_down)
