start,end,id,type
0.0000,0.9250,q3nc8.g.gaze.2,id(gtype_down)
0.9250,1.1802,q3nc8.g.gaze.3,id(gtype_up)
1.1802,98.9811,q3nc8.g.gaze.4,id(gtype_down)
98.9811,99.2171,q3nc8.g.gaze.5,id(gtype_up)
99.2171,102.1210,q3nc8.g.gaze.6,id(gtype_down)
102.1210,103.2522,q3nc8.g.gaze.7,id(gtype_up)
103.2522,130.6566,q3nc8.g.gaze.8,id(gtype_down)
130.6566,132.8200,q3nc8.g.gaze.9,id(gtype_up)
132.8200,142.8715,q3nc8.g.gaze.10,id(gtype_down)
142.8715,143.3876,q3nc8.g.gaze.11,id(gtype_up)
143.3876,165.5345,q3nc8.g.gaze.12,id(gtype_down)
165.5345,165.7988,q3nc8.g.gaze.13,id(gtype_up)
165.7988,186.9622,q3nc8.g.gaze.14,id(gtype_down)
186.9622,188.8298,q3nc8.g.gaze.15,id(gtype_up)
188.8298,196.2683,q3nc8.g.gaze.16,id(gtype_down)
196.2683,196.7811,q3nc8.g.gaze.17,id(gtype_up)
196.7811,203.2863,q3nc8.g.gaze.18,id(gtype_down)
203.2863,203.9694,q3nc8.g.gaze.19,id(gtype_up)
203.9694,213.2314,q3nc8.g.gaze.20,id(gtype_down)
213.2314,213.9354,q3nc8.g.gaze.21,id(gtype_up)
213.9354,216.7586,q3nc8.g.gaze.22,id(gtype_down)
216.7586,216.7588,q3nc8.g.gaze.23,id(gtype_up)
216.7588,226.3248,q3nc8.g.gaze.24,id(gtype_down)
226.3248,227.7377,q3nc8.g.gaze.25,id(gtype_up)
227.7377,232.6396,q3nc8.g.gaze.26,id(gtype_down)
232.6396,233.7010,q3nc8.g.gaze.27,id(gtype_up)
233.7010,249.3916,q3nc8.g.gaze.28,id(gtype_down)
249.3916,250.5244,q3nc8.g.gaze.29,id(gtype_up)
250.5244,262.3915,q3nc8.g.gaze.30,id(gtype_down)
262.3915,263.0037,q3nc8.g.gaze.31,id(gtype_up)
263.0037,264.1273,q3nc8.g.gaze.32,id(gtype_down)
264.1273,264.1688,q3nc8.g.gaze.33,id(gtype_up)
264.1688,264.1690,q3nc8.g.gaze.34,id(gtype_down)
264.1690,265.9325,q3nc8.g.gaze.35,id(gtype_up)
265.9325,281.4461,q3nc8.g.gaze.36,id(gtype_down)
281.4461,287.4438,q3nc8.g.gaze.37,id(gtype_up)
287.4438,287.8336,q3nc8.g.gaze.38,id(gtype_down)
